year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1994,48-49,118300,149900,3309832,3261800,22837,15.470,18287,12.387,517661,164340,353321,5.038,15.870,422902,152004,270898,4.660,12.965,94759,2.905,25.931,12974,13264,77233
1994,51,54352,91601,2704397,2689740,12384,13.710,9837,10.890,426377,145177,281200,5.397,15.852,398658,149276,249382,5.550,14.821,27719,1.031,29.643,5127,5309,45538
1994,52,179252,343892,5359314,5300208,43561,12.851,33691,9.940,994642,429365,565277,8.101,18.766,869594,359454,510140,6.782,16.407,125048,2.359,32.814,14940,15595,94347
1994,53,201935,239751,1643328,1628577,32093,13.533,26874,11.332,344568,146509,198059,8.996,21.158,317556,127085,190471,7.803,19.499,27012,1.659,38.998,19304,19932,82936
1994,54,463649,502252,4971500,4907208,67689,13.709,50723,10.273,890119,307425,582694,6.265,18.139,760185,254539,505646,5.187,15.491,129934,2.648,30.982,36725,37128,153755
1994,55,28436,51403,3152945,3168244,4773,9.270,4947,9.608,474538,144592,329946,4.564,14.978,506228,149745,356483,4.726,15.978,-31690,-1.000,29.956,951,1004,12657
1994,56,230026,263651,5581295,5370760,43821,16.960,33279,12.880,1474990,462245,1012745,8.607,27.463,1053917,384138,669779,7.152,19.623,421073,7.840,39.246,25089,25462,246824
1994,61,45169,50596,2080549,2054823,6332,12.768,4325,8.721,198876,36665,162211,1.784,9.679,147690,32226,115464,1.568,7.187,51186,2.491,14.375,3137,3296,24112
1994,62,478234,568266,11991984,11854178,49007,8.698,39295,6.974,1343472,425127,918345,3.586,11.333,1067424,345191,722233,2.912,9.005,276048,2.329,18.009,29267,30165,215346
1994,71,68090,73553,1268439,1238032,10438,14.433,7974,11.026,252276,93573,158703,7.558,20.377,191305,62227,129078,5.026,15.452,60971,4.925,30.905,5918,6035,44906
1994,72,343407,452033,8537670,8405654,61490,13.717,53959,12.037,1655446,867239,788207,10.317,19.694,1389872,575016,814856,6.841,16.535,265574,3.159,33.070,39651,40975,382524
1994,81,589141,645038,4732145,4704061,61229,9.541,54709,8.525,751432,239089,512343,5.083,15.974,693070,215626,477444,4.584,14.733,58362,1.241,29.467,39112,39905,145619
1995,11,21905,22461,188240,188044,3367,15.179,2808,12.659,40920,14825,26095,7.884,21.761,40593,14466,26127,7.693,21.587,327,0.174,43.174,2083,2086,10686
1995,21,18625,23329,484427,485506,2314,9.823,2769,11.755,81666,24731,56935,5.094,16.821,84042,30184,53858,6.217,17.310,-2376,-0.489,33.642,1826,1844,13323
1995,22,6149,14552,721345,731842,983,6.846,598,4.164,41814,14097,27717,1.926,5.714,63200,6028,57172,0.824,8.636,-21386,-2.922,11.427,234,235,1248
1995,23,541616,547918,5079437,4915348,88371,16.456,66546,12.392,1265366,358417,906949,7.292,25.743,936950,298869,638081,6.080,19.062,328416,6.681,38.123,49996,50070,231511
1995,31-33,295560,342287,16450714,16234084,30178,8.850,27618,8.099,1869462,406999,1462463,2.507,11.516,1432217,440554,991663,2.714,8.822,437245,2.693,17.645,21261,21389,214097
1995,42,305393,388507,5230269,5123583,41635,10.814,34665,9.003,844816,254174,590642,4.961,16.489,632091,226126,405965,4.413,12.337,212725,4.152,24.674,24214,25023,134858
1995,44-45,695078,1055277,13546383,13302656,108255,10.280,103847,9.861,2145177,904823,1240354,6.802,16.126,1655678,664230,991448,4.993,12.446,489499,3.680,24.892,64885,68692,305048
1995,48-49,123618,156423,3492932,3399992,24491,15.982,18126,11.828,590568,180612,409956,5.312,17.370,406952,141423,265529,4.160,11.969,183616,5.400,23.938,13233,13466,78988
1995,51,57050,95310,2818778,2763254,13558,14.510,9814,10.503,481580,186414,295166,6.746,17.428,372251,119035,253216,4.308,13.471,109329,3.957,26.943,5313,5489,47418
1995,52,180760,351360,5299821,5326171,38525,11.083,30993,8.916,742423,287003,455420,5.389,13.939,791490,248027,543463,4.657,14.860,-49067,-0.921,27.878,14419,15654,92247
1995,53,204233,245182,1694140,1666723,32750,13.507,27332,11.272,355257,152384,202873,9.143,21.315,300073,117855,182218,7.071,18.004,55184,3.311,36.008,20056,20697,82147
1995,54,483045,523649,5183301,5076753,72428,14.119,51083,9.958,950195,330304,619891,6.506,18.717,738317,243899,494418,4.804,14.543,211878,4.173,29.086,37243,37681,151548
1995,55,28612,51852,3215254,3182490,4916,9.525,4437,8.597,525160,169780,355380,5.335,16.502,460457,129231,331226,4.061,14.468,64703,2.033,28.937,998,1034,14647
1995,56,241890,277907,6103840,5845225,47415,17.511,33154,12.244,1598248,579048,1019200,9.906,27.343,1076999,361415,715584,6.183,18.425,521249,8.918,36.851,25270,25769,236480
1995,61,47168,52851,2133078,2105131,6543,12.648,4307,8.325,198972,40901,158071,1.943,9.452,143095,28356,114739,1.347,6.797,55877,2.654,13.595,3219,3325,21559
1995,62,481266,578384,12309410,12138489,51516,8.986,41297,7.204,1474311,501753,972558,4.134,12.146,1133359,379080,754279,3.123,9.337,340952,2.809,18.674,31068,32056,250075
1995,71,70522,76293,1336446,1298794,10660,14.229,7908,10.556,265814,103877,161937,7.998,20.466,189921,59459,130462,4.578,14.623,75893,5.843,29.246,5902,5995,42644
1995,72,349944,463262,8832849,8677965,65242,14.256,54013,11.802,1764545,916021,848524,10.556,20.334,1458290,608333,849957,7.010,16.805,306255,3.529,33.609,39507,40887,389925
1995,81,598136,654893,4887219,4812184,63121,9.710,53429,8.219,782532,253258,529274,5.263,16.261,630097,200047,430050,4.157,13.094,152435,3.168,26.188,39348,40276,146826
1996,11,22042,22639,188724,188653,3177,14.085,3012,13.353,38345,13530,24815,7.172,20.326,38273,12403,25870,6.575,20.288,72,0.038,40.575,2261,2267,8913
1996,21,17906,22627,466823,472563,2168,9.474,2680,11.712,73285,18383,54902,3.890,15.508,84733,33789,50944,7.150,17.931,-11448,-2.423,31.016,1824,1854,16902
1996,22,6210,14981,692160,706612,1183,8.007,769,5.205,49801,24616,25185,3.484,7.048,78569,8865,69704,1.255,11.119,-28768,-4.071,14.096,262,270,1677
1996,23,552935,559311,5207411,5125843,81872,14.784,70853,12.794,1186144,336665,849479,6.568,23.140,1024113,307180,716933,5.993,19.979,162031,3.161,39.959,53078,53131,239768
1996,31-33,294560,341261,16158380,16245665,28493,8.348,28574,8.372,1581472,408236,1173236,2.513,9.735,1756075,505444,1250631,3.111,10.809,-174603,-1.075,19.469,21867,22106,247397
1996,42,308486,393241,5243306,5208867,43126,11.046,37480,9.600,812291,257020,555271,4.934,15.594,743107,266463,476644,5.116,14.266,69184,1.328,28.532,25710,26509,156884
1996,44-45,684292,1049648,13638709,13529122,107414,10.257,102666,9.803,2086290,880692,1205598,6.510,15.421,1877369,653425,1223944,4.830,13.877,208921,1.544,27.753,67000,70430,330547
1996,48-49,126746,160078,3601471,3546143,23831,15.065,20056,12.678,584307,188461,395846,5.315,16.477,473457,188227,285230,5.308,13.351,110850,3.126,26.703,14370,14661,86308
1996,51,59839,99299,2885902,2838745,15724,16.167,11650,11.978,528475,214235,314240,7.547,18.617,435650,152274,283376,5.364,15.347,92825,3.270,30.693,5881,6135,51064
1996,52,184288,359404,5413933,5345494,39181,11.036,30443,8.575,865432,331049,534383,6.193,16.190,727056,234364,492692,4.384,13.601,138376,2.589,27.203,13586,14677,74291
1996,53,204994,247318,1666632,1671572,30916,12.565,28376,11.533,326112,132909,193203,7.951,19.509,332928,125211,207717,7.491,19.917,-6816,-0.408,39.019,20266,21140,87382
1996,54,501280,544012,5452056,5342244,74705,13.998,54050,10.128,1008349,352899,655450,6.606,18.875,790060,263526,526534,4.933,14.789,218289,4.086,29.578,39828,40272,164510
1996,55,28294,51981,3219004,3209020,4818,9.306,4404,8.506,511865,149824,362041,4.669,15.951,491716,124143,367573,3.869,15.323,20149,0.628,30.646,1004,1056,15918
1996,56,243120,281473,6317119,6121559,47005,17.026,36226,13.121,1654474,581809,1072665,9.504,27.027,1266744,421237,845507,6.881,20.693,387730,6.334,41.386,27070,27447,258717
1996,61,48955,54816,2110975,2097917,6835,12.704,4811,8.942,186762,42762,144000,2.038,8.902,161292,40550,120742,1.933,7.688,25470,1.214,15.376,3649,3727,29935
1996,62,479863,583273,12391421,12292517,51893,8.947,45374,7.823,1473634,531448,942186,4.323,11.988,1272592,423009,849583,3.441,10.353,201042,1.635,20.705,33055,34210,258098
1996,71,72071,77996,1378365,1351050,10558,13.731,8355,10.866,263920,100489,163431,7.438,19.534,209215,62197,147018,4.604,15.485,54705,4.049,30.971,6260,6321,47596
1996,72,354631,472495,9016791,8912149,65210,13.946,55388,11.846,1722046,942674,779372,10.577,19.322,1512299,625933,886366,7.023,16.969,209747,2.353,33.938,40943,42185,405490
1996,81,605027,663277,4986424,4925409,63148,9.585,54186,8.225,777297,251846,525451,5.113,15.781,652887,204190,448697,4.146,13.255,124410,2.526,26.511,40008,40816,148789
1997,11,22070,22687,195669,193197,2970,13.079,3011,13.260,43580,15597,27983,8.073,22.557,38534,14591,23943,7.552,19.945,5046,2.612,39.891,2250,2261,10200
1997,21,17638,22288,478801,473297,2430,10.860,2605,11.642,100852,35236,65616,7.445,21.308,88896,38648,50248,8.166,18.782,11956,2.526,37.565,1594,1618,13323
1997,22,6149,14875,686368,694446,893,5.999,915,6.147,54292,18003,36289,2.592,7.818,69974,12696,57278,1.828,10.076,-15682,-2.258,15.636,311,315,2800
1997,23,569963,576016,5513180,5362407,84186,14.796,70082,12.317,1311952,349531,962421,6.518,24.466,1011217,337724,673493,6.298,18.858,300735,5.608,37.715,52649,52718,248199
1997,31-33,293200,338653,16321774,16263170,28021,8.252,29824,8.783,1779083,408652,1370431,2.513,10.939,1657426,578684,1078742,3.558,10.191,121657,0.748,20.383,22164,22389,252608
1997,42,312256,395051,5359971,5296908,41656,10.544,41666,10.547,927155,267684,659471,5.054,17.504,801992,316669,485323,5.978,15.141,125163,2.363,30.282,26527,27397,161267
1997,44-45,672455,1038360,13929794,13783199,109532,10.513,116650,11.196,2347378,901260,1446118,6.539,17.031,2057566,767274,1290292,5.567,14.928,289812,2.103,29.856,69081,74202,355945
1997,48-49,130199,164244,3744387,3689247,24930,15.315,22003,13.517,644495,221367,423128,6.000,17.470,535278,193790,341488,5.253,14.509,109217,2.960,29.018,15309,15586,97895
1997,51,61800,101971,3010431,2956928,15117,14.990,12870,12.762,598057,222930,375127,7.539,20.226,489438,183187,306251,6.195,16.552,108619,3.673,33.104,6753,6983,63506
1997,52,190956,369639,5628271,5557379,49281,13.492,40503,11.089,1125716,456851,668865,8.221,20.256,976807,439710,537097,7.912,17.577,148909,2.679,35.154,13899,14827,81665
1997,53,206686,253958,1737801,1704053,34292,13.626,29718,11.808,396750,163368,233382,9.587,23.283,330072,147864,182208,8.677,19.370,66678,3.913,38.740,20901,21619,96657
1997,54,518151,561597,5630279,5494531,80050,14.505,60619,10.984,1181231,401070,780161,7.299,21.498,909137,349964,559173,6.369,16.546,272094,4.952,33.092,43426,44035,204866
1997,55,27882,50512,3211444,3221755,5037,9.833,6459,12.610,603019,171083,431936,5.310,18.717,620099,230628,389471,7.158,19.247,-17080,-0.530,37.434,1295,1397,23488
1997,56,252462,294956,6996330,6733746,50273,17.345,40039,13.814,1989119,727709,1261410,10.807,29.540,1462244,522110,940134,7.754,21.715,526875,7.824,43.430,28901,29312,296748
1997,61,50212,56364,2198775,2158241,6774,12.197,5123,9.224,226430,43417,183013,2.012,10.491,144901,34174,110727,1.583,6.714,81529,3.778,13.428,3782,3833,24416
1997,62,481616,595704,12796134,12659762,60036,10.161,50281,8.510,1895540,684199,1211341,5.405,14.973,1621745,573799,1047946,4.532,12.810,273795,2.163,25.620,34505,35693,323739
1997,71,74845,80931,1510132,1480816,10436,12.998,9151,11.398,285907,101397,184510,6.847,19.307,228237,84446,143791,5.703,15.413,57670,3.894,30.826,6623,6681,58539
1997,72,357480,481276,9229316,9144265,69005,14.448,61648,12.908,1873609,996222,877387,10.895,20.489,1698053,696638,1001415,7.618,18.570,175556,1.920,37.139,44066,45593,438024
1997,81,599260,656228,4918114,4867805,62026,9.472,59197,9.040,799811,246011,553800,5.054,16.431,700122,250602,449520,5.148,14.383,99689,2.048,28.765,41793,42690,159388
1998,11,22153,22794,192291,194125,3117,13.702,3026,13.302,40740,15356,25384,7.910,20.986,44578,15114,29464,7.786,22.964,-3838,-1.977,41.973,2256,2256,9568
1998,21,17453,22157,488389,485137,2195,9.858,2414,10.841,92457,26706,65751,5.505,19.058,86179,30057,56122,6.196,17.764,6278,1.294,35.528,1504,1559,13919
1998,22,6178,15421,685626,686524,1395,9.210,847,5.592,67201,31707,35494,4.618,9.789,69264,10402,58862,1.515,10.089,-2063,-0.300,19.577,279,286,2041
1998,23,579083,585784,5771821,5662010,80339,13.828,70766,12.180,1291778,358736,933042,6.336,22.815,1070883,319930,750953,5.650,18.913,220895,3.901,37.827,51917,51958,232322
1998,31-33,295055,341530,16684358,16564958,27588,8.091,26449,7.757,1789982,436102,1353880,2.633,10.806,1549991,447482,1102509,2.701,9.357,239991,1.449,18.714,19450,19663,212549
1998,42,313278,397242,5564750,5496295,39699,9.999,39280,9.893,917428,278274,639154,5.063,16.692,776468,285383,491085,5.192,14.127,140960,2.565,28.254,26026,26938,151526
1998,44-45,675880,1043790,14332878,14175124,98513,9.439,98287,9.417,2168099,813295,1354804,5.737,15.295,1846168,627562,1218606,4.427,13.024,321931,2.271,26.048,60000,63529,297452
1998,48-49,133869,169761,3903675,3834537,25276,15.112,20277,12.123,641397,232867,408530,6.073,16.727,504990,166101,338889,4.332,13.170,136407,3.557,26.339,14301,14646,83720
1998,51,63077,107753,3190910,3107576,17782,16.943,12183,11.608,665319,261983,403336,8.430,21.410,494549,196157,298392,6.312,15.914,170770,5.495,31.829,6435,6718,57518
1998,52,197067,383400,5833183,5761229,47808,12.673,35506,9.412,1076185,383033,693152,6.648,18.680,941102,317635,623467,5.513,16.335,135083,2.345,32.670,13280,14037,74866
1998,53,209372,257877,1817166,1791092,31728,12.375,28755,11.215,389567,151043,238524,8.433,21.750,336391,141810,194581,7.918,18.781,53176,2.969,37.563,18862,20117,88946
1998,54,542596,589022,6206808,5957042,84510,14.659,59462,10.314,1352106,497474,854632,8.351,22.698,848700,291113,557587,4.887,14.247,503406,8.451,28.494,41214,41611,166943
1998,55,28093,51041,3294237,3259961,5406,10.604,5287,10.370,616732,172761,443971,5.299,18.918,548318,173533,374785,5.323,16.820,68414,2.099,33.640,1115,1186,16463
1998,56,257853,304940,7707202,7401237,47533,15.834,38050,12.675,2022309,683400,1338909,9.234,27.324,1405313,502050,903263,6.783,18.988,616996,8.336,37.975,27463,27958,247967
1998,61,51763,57988,2334976,2291154,6540,11.425,5045,8.814,244245,49988,194257,2.182,10.660,156061,35858,120203,1.565,6.811,88184,3.849,13.623,3582,3625,21727
1998,62,486943,605417,13605170,13446878,53095,8.817,46583,7.736,1719393,554517,1164876,4.124,12.787,1401676,446104,955572,3.318,10.424,317717,2.363,20.848,31607,32680,247483
1998,71,76551,82807,1569600,1541860,10408,12.690,8835,10.772,285777,98177,187600,6.367,18.535,229108,77231,151877,5.009,14.859,56669,3.675,29.718,6106,6208,49402
1998,72,360687,484081,9453947,9370251,58065,12.015,56472,11.685,1783606,822200,961406,8.775,19.035,1610631,655804,954827,6.999,17.189,172975,1.846,34.378,37753,38871,360229
1998,81,605440,664384,5040935,4996690,61301,9.272,54842,8.295,788062,252912,535150,5.062,15.772,696054,215531,480523,4.313,13.930,92008,1.841,27.861,38422,39365,140348
1999,11,22029,22652,190346,189271,2903,12.826,2865,12.659,39285,11969,27316,6.324,20.756,37204,13157,24047,6.951,19.657,2081,1.099,39.313,2112,2114,9283
1999,21,16501,21268,445218,467041,1871,8.617,2761,12.716,59581,20416,39165,4.371,12.757,102699,32559,70140,6.971,21.989,-43118,-9.232,25.514,1716,1756,14346
1999,22,6162,15934,660435,667346,1546,9.859,1039,6.626,66018,29167,36851,4.371,9.893,79201,19721,59480,2.955,11.868,-13183,-1.975,19.785,281,303,2284
1999,23,592086,599007,6163367,5961889,81496,13.765,67547,11.409,1416270,359612,1056658,6.032,23.755,1012870,328979,683891,5.518,16.989,403400,6.766,33.978,49738,49791,241655
1999,31-33,290670,337642,16405802,16551700,24344,7.169,28184,8.300,1559425,366170,1193255,2.212,9.422,1847461,539262,1308199,3.258,11.162,-288036,-1.740,18.843,20593,20803,243579
1999,42,310063,395498,5637113,5606298,36136,9.109,38536,9.714,842273,249967,592306,4.459,15.024,780022,292817,487205,5.223,13.913,62251,1.110,27.827,26127,27292,161528
1999,44-45,669354,1041385,14623710,14479331,96189,9.226,98496,9.448,2176177,851026,1325151,5.878,15.030,1883244,630395,1252849,4.354,13.006,292933,2.023,26.013,60917,64687,317772
1999,48-49,137182,173469,4047757,3964917,25037,14.599,21092,12.299,675179,243405,431774,6.139,17.029,508049,193573,314476,4.882,12.814,167130,4.215,25.627,14765,15125,92774
1999,51,64095,111391,3261157,3222770,18355,16.738,14896,13.584,673378,282086,391292,8.753,20.894,602523,256746,345777,7.967,18.696,70855,2.199,37.392,6863,7182,67733
1999,52,200796,389881,5923965,5896768,50372,13.022,44275,11.446,1109796,431014,678782,7.309,18.820,1068901,497989,570912,8.445,18.127,40895,0.694,36.254,14831,16374,103110
1999,53,211693,265474,1882446,1856358,35304,13.462,28845,10.999,392205,178285,213920,9.604,21.128,340124,144393,195731,7.778,18.322,52081,2.806,36.644,19764,20810,89643
1999,54,559970,610845,6579921,6410545,84385,14.054,63604,10.593,1340547,462522,878025,7.215,20.912,1000306,359194,641112,5.603,15.604,340241,5.308,31.208,44429,44991,195161
1999,55,28058,51653,3261450,3285743,6645,12.943,6017,11.720,564429,202058,362371,6.150,17.178,610265,214781,395484,6.537,18.573,-45836,-1.395,34.356,1264,1335,25114
1999,56,258486,307826,8210225,7970003,43569,14.232,40203,13.132,2117656,664555,1453101,8.338,26.570,1627558,544276,1083282,6.829,20.421,490098,6.149,40.842,28487,28960,295311
1999,61,52943,59473,2426544,2382495,6647,11.337,4960,8.460,241654,54849,186805,2.302,10.143,154923,33156,121767,1.392,6.503,86731,3.640,13.005,3568,3641,20780
1999,62,486390,608229,13715497,13678868,52924,8.722,49979,8.237,1642018,529647,1112371,3.872,12.004,1570771,587445,983326,4.295,11.483,71247,0.521,22.966,33012,34491,290105
1999,71,77725,84293,1617131,1590111,10112,12.094,8756,10.472,275543,82690,192853,5.200,17.329,219259,68881,150378,4.332,13.789,56284,3.540,27.578,6235,6307,47618
1999,72,360679,484420,9611777,9538205,56451,11.657,56169,11.598,1714170,847868,866302,8.889,17.972,1571655,647176,924479,6.785,16.477,142515,1.494,32.955,36931,38879,369293
1999,81,606324,665507,5134316,5092184,56994,8.575,55315,8.322,759281,232175,527106,4.559,14.911,675975,228256,447719,4.482,13.275,83306,1.636,26.550,38301,39161,144025
2000,11,21408,22002,189989,188206,2624,11.853,2894,13.073,38907,12664,26243,6.729,20.673,35563,12716,22847,6.756,18.896,3344,1.777,37.792,2103,2104,8804
2000,21,16300,21275,450036,450773,2124,9.973,2167,10.175,80904,25130,55774,5.575,17.948,83131,24568,58563,5.450,18.442,-2227,-0.494,35.896,1365,1396,9347
2000,22,6390,16548,653715,656795,1575,9.703,944,5.815,70541,31533,39008,4.801,10.740,77460,13813,63647,2.103,11.794,-6919,-1.053,21.480,312,328,2144
2000,23,600130,608019,6582283,6374308,78309,12.978,69107,11.453,1495306,373157,1122149,5.854,23.458,1078643,332293,746350,5.213,16.922,416663,6.537,33.843,50444,50513,243394
2000,31-33,286037,333457,16363609,16382995,23764,7.088,27397,8.172,1685845,384744,1301101,2.348,10.290,1721763,501551,1220212,3.061,10.509,-35918,-0.219,20.580,20082,20303,217445
2000,42,308818,396187,5828021,5753417,37627,9.496,37759,9.529,937979,296539,641440,5.154,16.303,790160,297087,493073,5.164,13.734,147819,2.569,27.468,25025,26120,152367
2000,44-45,666186,1040804,14926934,14784539,96318,9.249,97536,9.366,2212453,830278,1382175,5.616,14.965,1925374,785823,1139551,5.315,13.023,287079,1.942,26.046,58853,62656,321805
2000,48-49,138151,175901,4223937,4127932,24693,14.124,22562,12.905,726633,225051,501582,5.452,17.603,537176,208454,328722,5.050,13.013,189457,4.590,26.026,15695,16119,88323
2000,51,66528,118674,3575418,3475548,20588,17.869,13678,11.871,761215,334938,426277,9.637,21.902,559242,173532,385710,4.993,16.091,201973,5.811,32.182,7172,7849,74181
2000,52,202302,398661,6014530,5968097,50986,12.930,42287,10.724,1093973,439605,654368,7.366,18.330,1005626,354429,651197,5.939,16.850,88347,1.480,33.700,15867,17091,94172
2000,53,212001,268158,1945115,1917602,31139,11.662,28853,10.806,376666,148885,227781,7.764,19.643,319622,133654,185968,6.970,16.668,57044,2.975,33.336,19408,20379,78295
2000,54,571520,625857,6996984,6784037,82400,13.325,67477,10.912,1453976,498065,955911,7.342,21.432,1025333,370304,655029,5.458,15.114,428643,6.318,30.228,47138,47712,205818
2000,55,28262,53041,3341031,3308102,6447,12.312,5089,9.719,624073,211257,412816,6.386,18.865,564064,152131,411933,4.599,17.051,60009,1.814,34.102,1237,1396,20698
2000,56,258226,309879,9033281,8664924,42425,13.727,40808,13.203,2316461,653226,1663235,7.539,26.734,1586283,587850,998433,6.784,18.307,730178,8.427,36.614,28055,28524,266391
2000,61,54408,61432,2544704,2491511,6769,11.171,5098,8.413,263452,58957,204495,2.366,10.574,156838,30493,126345,1.224,6.295,106614,4.279,12.590,3611,3684,20692
2000,62,489788,614327,14008111,13878037,54075,8.842,48622,7.950,1696238,538309,1157929,3.879,12.222,1436071,537931,898140,3.876,10.348,260167,1.875,20.696,30236,31721,251885
2000,71,78719,85345,1730506,1673280,9890,11.641,9114,10.728,319815,89124,230691,5.326,19.113,204828,68430,136398,4.090,12.241,114987,6.872,24.482,6286,6509,47386
2000,72,359492,485590,9891749,9759366,53668,11.067,52363,10.798,1719150,780867,938283,8.001,17.615,1453112,560062,893050,5.739,14.889,266038,2.726,29.779,36022,37876,343281
2000,81,606024,665802,5281024,5215132,55372,8.318,55185,8.290,789382,232454,556928,4.457,15.136,658066,220853,437213,4.235,12.618,131316,2.518,25.237,37382,38411,138396
2001,11,21844,22461,182668,187125,2649,11.735,2873,12.728,33555,10495,23060,5.609,17.932,42185,16225,25960,8.671,22.544,-8630,-4.612,35.864,2005,2006,10040
2001,21,16714,21809,481026,466781,2354,10.880,2008,9.281,89936,25448,64488,5.452,19.267,61435,21149,40286,4.531,13.161,28501,6.106,26.323,1222,1257,10061
2001,22,6524,16741,652941,655476,1493,8.942,1404,8.409,82081,35799,46282,5.462,12.522,87716,23498,64218,3.585,13.382,-5635,-0.860,25.045,299,341,3259
2001,23,597522,605670,6507822,6480367,75216,12.459,71247,11.802,1300121,344820,955301,5.321,20.062,1244801,382332,862469,5.900,19.209,55320,0.854,38.418,50275,50323,254633
2001,31-33,285197,332430,15836892,16129687,23968,7.164,28190,8.426,1470075,387685,1082390,2.404,9.114,2050937,625284,1425653,3.877,12.715,-580862,-3.601,18.228,20099,20376,255217
2001,42,305792,395002,5894191,5887534,38818,9.804,40691,10.277,944191,336900,607291,5.722,16.037,927795,366240,561555,6.221,15.759,16396,0.278,31.517,25198,26770,173149
2001,44-45,661952,1038031,14897399,14934862,93363,8.966,99807,9.585,2033976,790776,1243200,5.295,13.619,2119033,747855,1371178,5.007,14.189,-85057,-0.570,27.238,60969,66215,342205
2001,48-49,139171,177752,4206857,4223122,24864,14.019,24088,13.581,618782,218810,399972,5.181,14.652,650946,227911,423035,5.397,15.414,-32164,-0.762,29.304,16040,16827,105548
2001,51,66016,124805,3758815,3681955,23709,19.482,17489,14.371,803595,373698,429897,10.149,21.825,653970,301983,351987,8.202,17.761,149625,4.064,35.523,8048,8702,100632
2001,52,206570,398680,6184370,6113693,52185,13.064,53726,13.450,1274303,546196,728107,8.934,20.843,1114349,515296,599053,8.429,18.227,159954,2.616,36.454,16377,17762,101890
2001,53,213198,271738,1977619,1968047,33329,12.325,30707,11.355,374794,160750,214044,8.168,19.044,355893,152038,203855,7.725,18.084,18901,0.960,36.167,19076,19977,80981
2001,54,584283,640883,7269332,7124130,86333,13.609,73294,11.554,1499602,520854,978748,7.311,21.050,1208122,455271,752851,6.391,16.958,291480,4.091,33.916,49946,50499,235454
2001,55,28145,52364,3278895,3313695,5619,10.661,6308,11.968,582317,191308,391009,5.773,17.573,651561,243105,408456,7.336,19.663,-69244,-2.090,35.146,1308,1378,26704
2001,56,263390,317224,8929952,9040184,43986,13.956,39898,12.659,2044602,673050,1371552,7.445,22.617,2274052,747157,1526895,8.265,25.155,-229450,-2.538,45.234,26664,27187,285599
2001,61,54336,61440,2466858,2430585,6935,11.435,5344,8.812,241123,51535,189588,2.120,9.920,167524,41154,126370,1.693,6.892,73599,3.028,13.785,3663,3722,25751
2001,62,494373,623611,14271479,14119753,58064,9.397,46597,7.541,1708904,547704,1161200,3.879,12.103,1405181,527143,878038,3.733,9.952,303723,2.151,19.904,28641,30062,256848
2001,71,78699,85511,1743484,1729416,10055,11.814,9249,10.867,266758,87305,179453,5.048,15.425,239373,79984,159389,4.625,13.841,27385,1.583,27.683,6422,6496,49647
2001,72,362289,490935,9974661,9945988,57208,11.697,53498,10.938,1647720,790140,857580,7.944,16.567,1594124,625284,968840,6.287,16.028,53596,0.539,32.056,35593,37435,364377
2001,81,594906,655454,5246861,5215732,54132,8.253,55033,8.390,738493,220929,517564,4.236,14.159,676122,223874,452248,4.292,12.963,62371,1.196,25.926,37732,38463,141700
2002,11,21375,22056,181060,184538,2545,11.349,3282,14.636,34656,13396,21260,7.259,18.780,41692,14930,26762,8.090,22.593,-7036,-3.813,37.560,2233,2234,10378
2002,21,16629,22051,474622,483189,2574,11.718,2405,10.948,83085,33556,49529,6.945,17.195,101627,34496,67131,7.139,21.033,-18542,-3.837,34.390,1264,1278,10954
2002,22,6490,17390,667593,668022,1291,7.509,898,5.223,75104,36841,38263,5.515,11.243,76600,18548,58052,2.777,11.467,-1496,-0.224,22.485,338,338,2819
2002,23,590231,599241,6382470,6464319,80254,13.400,79625,13.295,1294550,412634,881916,6.383,20.026,1460066,417005,1043061,6.451,22.587,-165516,-2.560,40.052,51967,52086,273884
2002,31-33,283439,330600,14569973,15323465,24431,7.298,32797,9.796,1307855,456992,850863,2.982,8.535,2816326,769644,2046682,5.023,18.379,-1508471,-9.844,17.070,22526,22916,363186
2002,42,306615,399022,5805894,5948806,38663,9.595,46485,11.537,921031,333728,587303,5.610,15.483,1204966,448906,756060,7.546,20.256,-283935,-4.773,30.965,26408,27543,218447
2002,44-45,645941,1022530,14589664,14640451,108869,10.635,111115,10.855,2256526,998625,1257901,6.821,15.413,2368316,812046,1556270,5.547,16.177,-111790,-0.764,30.826,64158,70210,440935
2002,48-49,138646,177290,4037387,4111761,24188,13.581,25812,14.493,593177,231799,361378,5.637,14.426,739996,228266,511730,5.552,17.997,-146819,-3.571,28.853,16607,17059,114463
2002,51,63634,125150,3721837,3830948,21821,17.392,22449,17.893,782553,440176,342377,11.490,20.427,998244,348071,650173,9.086,26.057,-215691,-5.630,40.854,8430,8663,113091
2002,52,209562,414687,6438745,6358392,54433,13.365,39604,9.724,1268463,531775,736688,8.363,19.949,1101871,402160,699711,6.325,17.329,166592,2.620,34.659,16164,16953,110215
2002,53,219761,282352,1978733,1984174,36251,12.981,30051,10.761,381739,173326,208413,8.735,19.239,393447,147335,246112,7.426,19.829,-11708,-0.590,38.478,18514,19093,82601
