year,pfg_utly,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2000,Utility Patent Granted,23,721,3569,288272,276732,477,13.790,257,7.430,67408,26494,40914,9.574,24.359,44873,7199,37674,2.601,16.215,22535,8.143,32.431,28,28,205
2000,Utility Patent Granted,31-33,9919,36840,8224373,8268429,1275,3.443,1669,4.506,661971,123654,538317,1.495,8.006,748283,186987,561296,2.261,9.050,-86312,-1.044,16.012,246,255,8866
2000,Utility Patent Granted,42,5146,40101,1331220,1311139,4093,10.249,3759,9.413,247720,86543,161177,6.601,18.893,208140,75282,132858,5.742,15.875,39580,3.019,31.749,157,218,3334
2000,Utility Patent Granted,44-45,1198,81159,1462294,1409935,5788,7.148,5421,6.695,251151,95903,155248,6.802,17.813,146515,49010,97505,3.476,10.392,104636,7.421,20.783,49,55,667
2000,Utility Patent Granted,48-49,1029,10875,984047,962167,1629,15.326,1137,10.697,150245,50220,100025,5.219,15.615,107589,53762,53827,5.588,11.182,42656,4.433,22.364,10,11,411
2000,Utility Patent Granted,51,955,33727,1630330,1582092,6513,20.386,2957,9.255,306990,153040,153950,9.673,19.404,208413,53040,155373,3.353,13.173,98577,6.231,26.347,55,206,6949
2000,Utility Patent Granted,52,567,67096,1684408,1659909,12318,18.500,11294,16.962,385706,174540,211166,10.515,23.237,342218,112429,229789,6.773,20.617,43488,2.620,41.233,11,15,307
2000,Utility Patent Granted,53,563,11447,179886,177553,986,8.839,403,3.613,28063,11884,16179,6.693,15.805,23246,4710,18536,2.653,13.092,4817,2.713,26.185,10,16,88
2000,Utility Patent Granted,54,4849,21685,1480682,1444885,3224,15.242,2159,10.207,292655,109538,183117,7.581,20.255,220874,65425,155449,4.528,15.287,71781,4.968,30.573,268,306,6540
2000,Utility Patent Granted,55,2797,14479,1727926,1717090,1957,13.695,1578,11.043,306391,94720,211671,5.516,17.844,289152,65589,223563,3.820,16.840,17239,1.004,33.679,21,104,3901
2000,Utility Patent Granted,56,986,15796,966274,919225,2287,14.586,2054,13.100,272449,80538,191911,8.762,29.639,177475,54023,123452,5.877,19.307,94974,10.332,38.614,45,49,1789
2000,Utility Patent Granted,61,214,1232,534053,525295,213,18.570,43,3.749,33268,3174,30094,0.604,6.333,16465,374,16091,0.071,3.134,16803,3.199,6.269,3,3,21
2000,Utility Patent Granted,62,439,8417,1113883,1109257,672,7.953,737,8.722,89622,16834,72788,1.518,8.079,81579,22335,59244,2.014,7.354,8043,0.725,14.709,8,8,57
2000,Utility Patent Granted,71,167,1551,134734,130668,83,5.327,97,6.226,16679,2791,13888,2.136,12.764,8527,1618,6909,1.238,6.526,8152,6.239,13.051,5,5,14
2000,Utility Patent Granted,72,370,16658,733783,718918,1157,6.917,1293,7.730,104289,43978,60311,6.117,14.506,75730,27464,48266,3.820,10.534,28559,3.973,21.068,14,14,110
2000,Utility Patent Granted,81,853,14556,236466,242054,2156,15.302,1223,8.680,40628,19964,20664,8.248,16.785,51909,14465,37444,5.976,21.445,-11281,-4.661,33.569,26,94,875
2001,No Utility Patent Granted,11,21773,22205,171002,174682,2635,11.819,2816,12.630,32632,10107,22525,5.786,18.681,39763,15040,24723,8.610,22.763,-7131,-4.082,37.362,2003,2004,10032
2001,No Utility Patent Granted,21,16488,19042,298835,289274,2130,11.293,1768,9.374,59589,16864,42725,5.830,20.600,40165,14394,25771,4.976,13.885,19424,6.715,27.770,1213,1233,8861
2001,No Utility Patent Granted,22,6412,10814,274613,272361,808,7.485,771,7.142,36291,17124,19167,6.287,13.325,32494,8837,23657,3.245,11.930,3797,1.394,23.861,298,340,3228
2001,No Utility Patent Granted,23,596809,602192,6171595,6150976,74880,12.478,70720,11.784,1220289,332881,887408,5.412,19.839,1178249,353892,824357,5.753,19.155,42040,0.683,38.311,50244,50291,254212
2001,No Utility Patent Granted,31-33,275358,295501,7844808,7989895,22629,7.614,26003,8.750,871032,245133,625899,3.068,10.902,1161961,371205,790756,4.646,14.543,-290929,-3.641,21.803,19799,20048,240708
2001,No Utility Patent Granted,42,300567,352598,4469310,4480205,32800,9.268,35398,10.002,646720,210943,435777,4.708,14.435,669828,254629,415199,5.683,14.951,-23108,-0.516,28.870,25028,26505,166706
2001,No Utility Patent Granted,44-45,660720,944447,12912698,12984289,88228,9.309,94783,10.001,1728039,666099,1061940,5.130,13.309,1884769,651721,1233048,5.019,14.516,-156730,-1.207,26.617,60914,66065,341059
2001,No Utility Patent Granted,48-49,138152,166289,3296827,3306088,23230,13.988,22805,13.732,508393,174019,334374,5.264,15.377,530346,191205,339141,5.783,16.041,-21953,-0.664,30.755,16031,16597,103570
2001,No Utility Patent Granted,51,65005,86751,1991393,1950677,15330,17.869,13410,15.631,493041,217816,275225,11.166,25.275,410774,202036,208738,10.357,21.058,82267,4.217,42.116,7986,8614,96297
2001,No Utility Patent Granted,52,205976,331009,4218168,4196618,40163,12.220,35488,10.797,769226,305403,463823,7.277,18.330,725695,314424,411271,7.492,17.292,43531,1.037,34.585,16364,17728,101531
2001,No Utility Patent Granted,53,212636,258045,1772934,1771599,30546,11.861,29532,11.467,324181,131969,192212,7.449,18.299,320506,138830,181676,7.836,18.091,3675,0.207,36.183,19064,19961,80851
2001,No Utility Patent Granted,54,579212,618579,5730933,5618358,83253,13.598,70568,11.526,1173914,398284,775630,7.089,20.894,948203,363989,584214,6.479,16.877,225711,4.017,33.754,49654,50189,229271
2001,No Utility Patent Granted,55,25320,38061,1544863,1549057,4009,10.514,4145,10.871,277427,89977,187450,5.809,17.909,287759,102213,185546,6.598,18.576,-10332,-0.667,35.819,1281,1348,22900
2001,No Utility Patent Granted,56,262389,301420,7929783,8050077,41820,13.965,37902,12.657,1787013,595276,1191737,7.395,22.199,2031927,640848,1391079,7.961,25.241,-244914,-3.042,44.397,26640,27162,285367
2001,No Utility Patent Granted,61,54121,60008,1944009,1915406,6713,11.327,5231,8.826,204074,46430,157644,2.424,10.654,146798,39089,107709,2.041,7.664,57276,2.990,15.328,3658,3717,25741
2001,No Utility Patent Granted,62,493956,612304,13137888,12992422,55664,9.167,45458,7.486,1597949,511343,1086606,3.936,12.299,1307844,491623,816221,3.784,10.066,290105,2.233,20.132,28623,30038,256534
2001,No Utility Patent Granted,71,78530,84113,1593791,1577764,9937,11.869,9154,10.934,258023,85176,172847,5.399,16.354,226619,76614,150005,4.856,14.363,31404,1.990,28.727,6416,6490,49606
2001,No Utility Patent Granted,72,361890,472728,9213470,9175927,54406,11.534,52388,11.106,1545842,729604,816238,7.951,16.847,1471874,580394,891480,6.325,16.041,73968,0.806,32.081,35575,37416,364186
2001,No Utility Patent Granted,81,594043,641529,5006318,4977146,52678,8.205,53641,8.355,692658,203439,489219,4.087,13.917,634260,204711,429549,4.113,12.743,58398,1.173,25.487,37713,38438,141489
2001,Utility Patent Granted,11,71,256,11666,12443,14,5.045,57,20.541,871,388,483,3.118,7.000,2407,1185,1222,9.524,19.345,-1536,-12.345,14.000,D,D,D
2001,Utility Patent Granted,21,226,2767,182191,177508,224,8.072,240,8.649,30399,8584,21815,4.836,17.125,21298,6755,14543,3.805,11.998,9101,5.127,23.997,9,24,1200
2001,Utility Patent Granted,22,112,5927,378328,383115,685,11.608,633,10.727,45809,18675,27134,4.875,11.957,55188,14661,40527,3.827,14.405,-9379,-2.448,23.914,D,D,D
2001,Utility Patent Granted,23,713,3478,336227,329391,336,9.403,527,14.747,79527,11939,67588,3.625,24.144,66479,28440,38039,8.634,20.182,13048,3.961,40.365,31,32,421
2001,Utility Patent Granted,31-33,9839,36929,7992084,8139792,1339,3.585,2187,5.855,599048,142552,456496,1.751,7.360,888982,254079,634903,3.121,10.921,-289934,-3.562,14.719,300,328,14509
2001,Utility Patent Granted,42,5225,42404,1424881,1407329,6018,14.314,5293,12.590,297365,125957,171408,8.950,21.130,257913,111611,146302,7.931,18.326,39452,2.803,36.653,170,265,6443
2001,Utility Patent Granted,44-45,1232,93584,1984701,1950573,5135,5.490,5024,5.372,305146,124677,180469,6.392,15.644,235098,96134,138964,4.929,12.053,70048,3.591,24.106,55,150,1146
2001,Utility Patent Granted,48-49,1019,11463,910030,917034,1634,14.476,1283,11.367,109808,44791,65017,4.884,11.974,120097,36706,83391,4.003,13.096,-10289,-1.122,23.949,9,230,1978
2001,Utility Patent Granted,51,1011,38054,1767422,1731278,8379,23.337,4079,11.361,310273,155882,154391,9.004,17.922,242927,99947,142980,5.773,14.032,67346,3.890,28.063,62,88,4335
2001,Utility Patent Granted,52,594,67671,1966202,1917076,12022,16.985,18238,25.768,505219,240793,264426,12.560,26.354,388707,200872,187835,10.478,20.276,116512,6.078,40.552,13,34,359
2001,Utility Patent Granted,53,562,13693,204685,196448,2783,21.592,1175,9.116,51010,28781,22229,14.651,25.966,35382,13208,22174,6.723,18.011,15628,7.955,36.022,12,16,130
2001,Utility Patent Granted,54,5071,22304,1538399,1505772,3080,13.920,2726,12.320,325678,122570,203108,8.140,21.629,259914,91282,168632,6.062,17.261,65764,4.367,34.522,292,310,6183
2001,Utility Patent Granted,55,2825,14303,1734032,1764638,1610,11.043,2163,14.836,304896,101331,203565,5.742,17.278,363782,140892,222890,7.984,20.615,-58886,-3.337,34.556,27,30,3804
2001,Utility Patent Granted,56,1001,15804,1000169,990107,2166,13.780,1996,12.698,257149,77774,179375,7.855,25.972,242216,106309,135907,10.737,24.464,14933,1.508,48.927,24,25,232
2001,Utility Patent Granted,61,215,1432,522849,515179,222,16.116,113,8.203,37060,5105,31955,0.991,7.194,20736,2065,18671,0.401,4.025,16324,3.169,8.050,5,5,10
2001,Utility Patent Granted,62,417,11307,1133591,1127331,2400,22.479,1139,10.668,111534,36361,75173,3.225,9.894,97675,35520,62155,3.151,8.664,13859,1.229,17.329,18,24,314
2001,Utility Patent Granted,71,169,1398,149693,151653,118,8.511,95,6.852,9192,2129,7063,1.404,6.061,13011,3370,9641,2.222,8.579,-3819,-2.518,12.122,6,6,41
2001,Utility Patent Granted,72,399,18207,761191,770061,2802,16.140,1110,6.394,102104,60536,41568,7.861,13.259,122260,44890,77370,5.829,15.877,-20156,-2.617,26.518,18,19,191
2001,Utility Patent Granted,81,863,13925,240543,238586,1454,10.465,1392,10.019,45891,17490,28401,7.331,19.235,41913,19163,22750,8.032,17.567,3978,1.667,35.135,19,25,211
2002,No Utility Patent Granted,11,21304,21777,169734,172659,2525,11.401,3264,14.738,33724,13146,20578,7.614,19.532,39628,14336,25292,8.303,22.952,-5904,-3.419,39.064,2231,2232,10324
2002,No Utility Patent Granted,21,16404,19381,303318,305855,2296,11.906,2103,10.905,60604,26549,34055,8.680,19.815,66258,22927,43331,7.496,21.663,-5654,-1.849,39.629,1257,1271,10803
2002,No Utility Patent Granted,22,6390,11435,292825,294132,877,7.759,614,5.432,34805,17522,17283,5.957,11.833,37442,9914,27528,3.371,12.730,-2637,-0.897,23.666,336,336,2811
2002,No Utility Patent Granted,23,589559,595717,6043108,6112164,79979,13.434,79274,13.315,1230194,394614,835580,6.456,20.127,1368766,396851,971915,6.493,22.394,-138572,-2.267,40.254,51932,52046,271949
2002,No Utility Patent Granted,31-33,273789,294512,7318752,7664710,23262,7.809,30000,10.071,840541,346919,493622,4.526,10.966,1532421,491613,1040808,6.414,19.993,-691880,-9.027,21.933,22104,22451,334674
2002,No Utility Patent Granted,42,301488,358945,4350319,4447719,36093,9.996,40340,11.172,667704,272327,395377,6.123,15.012,861430,324802,536628,7.303,19.368,-193726,-4.356,30.025,26194,27292,210601
2002,No Utility Patent Granted,44-45,644829,934152,12703586,12732208,103181,11.030,105859,11.316,2000854,893915,1106939,7.021,15.715,2060764,752160,1308604,5.908,16.185,-59910,-0.471,31.430,64102,70133,436559
2002,No Utility Patent Granted,48-49,137692,166855,3057609,3095925,23229,13.874,24376,14.559,518708,209211,309497,6.758,16.755,594144,196286,397858,6.340,19.191,-75436,-2.437,33.509,16595,17046,114275
2002,No Utility Patent Granted,51,62572,86579,1886767,1956317,13163,15.157,13695,15.769,356180,178322,177858,9.115,18.207,497547,187010,310537,9.559,25.433,-141367,-7.226,36.413,8340,8569,108614
2002,No Utility Patent Granted,52,208931,345764,4378934,4329541,46336,13.685,31991,9.448,841582,390177,451405,9.012,19.438,743124,261116,482008,6.031,17.164,98458,2.274,34.328,16152,16940,109656
2002,No Utility Patent Granted,53,219149,266802,1766913,1770553,34279,12.974,29114,11.019,342511,155094,187417,8.760,19.345,350346,134961,215385,7.623,19.787,-7835,-0.443,38.690,18493,19046,82434
2002,No Utility Patent Granted,54,585430,625983,5527602,5608622,83011,13.291,80131,12.830,1043822,417873,625949,7.451,18.611,1204774,449649,755125,8.017,21.481,-160952,-2.870,37.222,54012,54491,289645
2002,No Utility Patent Granted,55,23910,35756,1355817,1397318,4437,12.364,4696,13.086,269618,103893,165725,7.435,19.295,352397,104434,247963,7.474,25.220,-82779,-5.924,38.591,1466,1542,29756
2002,No Utility Patent Granted,56,250460,288755,7285122,7535035,42759,14.718,46298,15.936,1752781,639971,1112810,8.493,23.262,2252700,738458,1514242,9.800,29.896,-499919,-6.635,46.524,29421,29962,404519
2002,No Utility Patent Granted,61,58260,64375,2165490,2134466,7529,11.890,5420,8.560,257623,71170,186453,3.334,12.070,194339,48093,146246,2.253,9.105,63284,2.965,18.210,3562,3639,33781
2002,No Utility Patent Granted,62,511712,640558,13629084,13439761,70589,11.218,47989,7.626,2030284,767688,1262596,5.712,15.107,1654974,583048,1071926,4.338,12.314,375310,2.793,24.628,28872,29803,318168
2002,No Utility Patent Granted,71,80413,86878,1660542,1646408,11667,13.486,10930,12.634,299644,110054,189590,6.684,18.200,271480,91948,179532,5.585,16.489,28164,1.711,32.978,6905,7017,62682
2002,No Utility Patent Granted,72,367389,481914,9343486,9356559,67159,14.079,57383,12.029,1770392,938189,832203,10.027,18.921,1785348,643196,1142152,6.874,19.081,-14956,-0.160,37.843,36628,37944,372830
2002,No Utility Patent Granted,81,606796,655851,5035382,5026497,61741,9.471,53895,8.267,787230,269515,517715,5.362,15.662,769721,230079,539642,4.577,15.313,17509,0.348,30.627,35689,36206,147189
2002,Utility Patent Granted,11,71,279,11326,11879,20,7.194,18,6.475,884,250,634,2.105,7.442,2041,594,1447,5.000,17.182,-1157,-9.740,14.883,D,D,D
2002,Utility Patent Granted,21,225,2670,171304,177335,278,10.365,302,11.260,22573,7007,15566,3.951,12.729,35391,11569,23822,6.524,19.957,-12818,-7.228,25.458,7,7,151
2002,Utility Patent Granted,22,100,5955,374768,373891,414,7.029,284,4.822,40332,19319,21013,5.167,10.787,39230,8634,30596,2.309,10.492,1102,0.295,20.985,D,D,D
2002,Utility Patent Granted,23,672,3524,339362,352155,275,7.720,351,9.854,64466,18020,46446,5.117,18.306,91090,20154,70936,5.723,25.866,-26624,-7.560,36.612,35,40,1935
2002,Utility Patent Granted,31-33,9650,36088,7251221,7658755,1169,3.168,2797,7.580,467361,110073,357288,1.437,6.102,1283936,278031,1005905,3.630,16.764,-816575,-10.662,12.205,422,465,28512
2002,Utility Patent Granted,42,5127,40077,1455575,1501087,2570,6.139,6145,14.678,253205,61401,191804,4.090,16.868,343305,124104,219201,8.268,22.870,-90100,-6.002,33.736,214,251,7846
2002,Utility Patent Granted,44-45,1112,88378,1886078,1908243,5688,6.452,5256,5.962,256621,104710,151911,5.487,13.448,307580,59886,247694,3.138,16.118,-50959,-2.670,26.896,56,77,4376
2002,Utility Patent Granted,48-49,954,10435,979778,1015836,959,8.985,1436,13.454,72921,22588,50333,2.224,7.178,145058,31980,113078,3.148,14.280,-72137,-7.101,14.357,12,13,188
2002,Utility Patent Granted,51,1062,38571,1835070,1874631,8658,22.419,8754,22.668,426370,261854,164516,13.968,22.744,500696,161061,339635,8.592,26.709,-74326,-3.965,45.488,90,94,4477
2002,Utility Patent Granted,52,631,68923,2059811,2028852,8097,11.789,7613,11.085,426768,141598,285170,6.979,21.035,358710,141044,217666,6.952,17.680,68058,3.355,35.361,12,13,559
2002,Utility Patent Granted,53,612,15550,211820,213621,1972,13.118,937,6.233,39162,18232,20930,8.535,18.332,43127,12374,30753,5.793,20.189,-3965,-1.856,36.665,21,47,167
2002,Utility Patent Granted,54,5083,27386,1528297,1573264,8072,31.569,4439,17.361,379783,197698,182085,12.566,24.140,474424,239499,234925,15.223,30.155,-94641,-6.016,48.280,348,395,14734
2002,Utility Patent Granted,55,2709,11476,1475681,1505914,989,8.093,2479,20.285,250548,82841,167707,5.501,16.638,310579,119561,191018,7.939,20.624,-60031,-3.986,33.275,32,47,1723
2002,Utility Patent Granted,56,982,14810,1097286,1122981,1474,9.385,3267,20.800,301961,81844,220117,7.288,26.889,363217,139620,223597,12.433,32.344,-61256,-5.455,53.778,40,44,993
2002,Utility Patent Granted,61,247,1634,552352,539163,326,20.751,200,12.731,59655,10025,49630,1.859,11.064,34342,8869,25473,1.645,6.370,25313,4.695,12.739,7,7,3551
2002,Utility Patent Granted,62,433,10781,1219371,1204052,1005,8.716,2504,21.716,139725,29265,110460,2.431,11.605,111626,51805,59821,4.303,9.271,28099,2.334,18.542,19,19,764
2002,Utility Patent Granted,71,170,954,116972,119073,77,7.967,102,10.554,16723,2784,13939,2.338,14.044,21384,3363,18021,2.824,17.959,-4661,-3.914,28.089,7,7,46
2002,Utility Patent Granted,72,398,19104,731093,709885,1547,8.143,1333,7.017,126972,61031,65941,8.597,17.886,85571,34800,50771,4.902,12.054,41401,5.832,24.108,19,19,170
2002,Utility Patent Granted,81,840,13909,234919,235156,1523,11.037,1303,9.443,45586,19431,26155,8.263,19.385,45848,17219,28629,7.322,19.497,-262,-0.111,38.771,24,25,355
2003,No Utility Patent Granted,11,20655,21158,168361,167473,2545,11.957,2797,13.141,34216,10287,23929,6.143,20.431,32316,11536,20780,6.888,19.296,1900,1.135,38.593,1985,1985,7860
2003,No Utility Patent Granted,21,16023,19096,303918,306908,1717,8.935,1956,10.179,51813,14589,37224,4.754,16.882,57399,19280,38119,6.282,18.702,-5586,-1.820,33.765,1253,1286,10286
2003,No Utility Patent Granted,22,6357,11926,323625,322748,910,7.703,684,5.790,38360,13929,24431,4.316,11.885,36627,12650,23977,3.919,11.348,1733,0.537,22.697,247,258,2048
2003,No Utility Patent Granted,23,598800,605349,6100991,6086596,86432,14.380,77822,12.948,1277430,385963,891467,6.341,20.988,1249149,351057,898092,5.768,20.523,28281,0.465,41.046,53405,53457,249253
2003,No Utility Patent Granted,31-33,267364,287978,7221744,7287120,21165,7.276,26955,9.267,890346,244564,645782,3.356,12.218,1017955,352003,665952,4.830,13.969,-127609,-1.751,24.436,20591,20826,212950
2003,No Utility Patent Granted,42,300003,357556,4361362,4339677,34251,9.570,34943,9.763,648424,193135,455289,4.450,14.942,604525,213324,391201,4.916,13.930,43899,1.012,27.860,24514,25293,135007
2003,No Utility Patent Granted,44-45,651630,938869,13002526,12892611,98234,10.493,92929,9.926,1876821,684969,1191852,5.313,14.557,1660186,600287,1059899,4.656,12.877,216635,1.680,25.754,59612,62959,314512
2003,No Utility Patent Granted,48-49,137977,166736,2997990,2999188,22989,13.792,22879,13.726,493062,165907,327155,5.532,16.440,497716,184412,313304,6.149,16.595,-4654,-0.155,32.880,16125,16391,92614
2003,No Utility Patent Granted,51,62483,84226,1723387,1730806,11440,13.590,11349,13.482,308853,108089,200764,6.245,17.844,325761,128292,197469,7.412,18.821,-16908,-0.977,35.689,7191,7401,62298
2003,No Utility Patent Granted,52,214152,361030,4518144,4466360,45615,12.907,30407,8.603,795088,290046,505042,6.494,17.802,694465,241819,452646,5.414,15.549,100623,2.253,31.098,15728,16488,75571
2003,No Utility Patent Granted,53,226016,274259,1837425,1802297,36163,13.384,28048,10.380,366806,149081,217725,8.272,20.352,295948,118787,177161,6.591,16.421,70858,3.932,32.841,18564,19110,71837
2003,No Utility Patent Granted,54,592592,639671,5767386,5722815,84369,13.278,75870,11.940,1076566,355854,720712,6.218,18.812,993771,357491,636280,6.247,17.365,82795,1.447,34.730,53045,53556,225720
2003,No Utility Patent Granted,55,23821,35810,1392542,1385657,3769,10.506,3899,10.868,284782,87229,197553,6.295,20.552,267843,93553,174290,6.752,19.330,16939,1.222,38.659,1129,1189,15946
2003,No Utility Patent Granted,56,253138,290761,7329701,7318081,41593,14.335,40383,13.918,1728432,477755,1250677,6.528,23.619,1696456,609400,1087056,8.327,23.182,31976,0.437,46.363,26563,27000,311271
2003,No Utility Patent Granted,61,60233,66531,2203930,2174740,7808,11.922,5735,8.756,252019,51658,200361,2.375,11.588,192965,41736,151229,1.919,8.873,59054,2.715,17.746,3991,4095,28489
2003,No Utility Patent Granted,62,524690,652370,14088315,13850958,59486,9.217,45558,7.059,1830790,533257,1297533,3.850,13.218,1355333,454313,901020,3.280,9.785,475457,3.433,19.570,29077,30538,230435
2003,No Utility Patent Granted,71,83070,89561,1708871,1686593,12533,14.198,9960,11.283,305918,96199,209719,5.704,18.138,261163,78807,182356,4.673,15.485,44755,2.654,30.969,6877,6933,54124
2003,No Utility Patent Granted,72,376383,490500,9747756,9565407,63833,13.139,54510,11.220,1848131,843091,1005040,8.814,19.321,1485768,595836,889932,6.229,15.533,362363,3.788,31.065,38362,39356,351081
2003,No Utility Patent Granted,81,613308,667848,5195256,5146246,60503,9.107,53494,8.052,794047,230796,563251,4.485,15.430,695396,209158,486238,4.064,13.513,98651,1.917,27.025,38104,38866,141275
2003,Utility Patent Granted,11,66,277,14040,13365,29,10.376,34,12.165,3969,1110,2859,8.306,29.698,2482,793,1689,5.934,18.572,1487,11.126,37.143,D,D,D
2003,Utility Patent Granted,21,216,2372,151186,156949,194,7.881,373,15.153,20425,5694,14731,3.628,13.014,31355,11962,19393,7.622,19.978,-10930,-6.964,26.028,D,D,D
2003,Utility Patent Granted,22,100,5668,339463,340390,572,10.189,464,8.265,39039,13189,25850,3.875,11.469,40363,10191,30172,2.994,11.858,-1324,-0.389,22.938,3,3,31
2003,Utility Patent Granted,23,652,3531,263443,283645,379,10.917,260,7.490,38317,5883,32434,2.074,13.509,76483,16875,59608,5.949,26.964,-38166,-13.456,27.018,24,24,111
2003,Utility Patent Granted,31-33,9394,34674,6861800,7032429,1228,3.486,2325,6.601,481364,102453,378911,1.457,6.845,829680,234930,594750,3.341,11.798,-348316,-4.953,13.690,305,328,14304
2003,Utility Patent Granted,42,5120,37080,1464436,1462921,2712,7.089,5063,13.235,248951,99337,149614,6.790,17.017,246373,91365,155008,6.245,16.841,2578,0.176,33.682,189,201,3900
2003,Utility Patent Granted,44-45,1146,91302,1908090,1881795,5417,5.961,4564,5.022,240656,107288,133368,5.701,12.789,184173,45743,138430,2.431,9.787,56483,3.002,19.574,36,45,308
2003,Utility Patent Granted,48-49,915,12431,981220,1015789,3006,25.947,1314,11.342,244610,204711,39899,20.153,24.081,310034,48087,261947,4.734,30.522,-65424,-6.441,48.162,12,12,174
2003,Utility Patent Granted,51,1074,41170,1881153,1922105,6138,14.996,5658,13.824,256978,119167,137811,6.200,13.370,340650,176800,163850,9.198,17.723,-83672,-4.353,26.739,68,77,3010
2003,Utility Patent Granted,52,611,65316,1856028,1929600,8914,13.350,11825,17.710,291080,125358,165722,6.497,15.085,444360,180139,264221,9.336,23.029,-153280,-7.944,30.170,9,9,92
2003,Utility Patent Granted,53,602,15613,223883,219879,877,5.574,1118,7.106,36130,6514,29616,2.963,16.432,29443,9376,20067,4.264,13.391,6687,3.041,26.781,24,24,119
2003,Utility Patent Granted,54,5237,21804,1383177,1397033,2537,11.433,3308,14.908,241930,103228,138702,7.389,17.317,268681,98333,170348,7.039,19.232,-26751,-1.915,34.635,380,392,8357
2003,Utility Patent Granted,55,2651,10794,1410926,1443574,1012,9.125,1605,14.472,203055,55550,147505,3.848,14.066,267388,91539,175849,6.341,18.523,-64333,-4.457,28.132,23,32,1394
2003,Utility Patent Granted,56,970,12272,930397,994830,1791,13.675,3441,26.273,147206,45050,102156,4.528,14.797,273065,85933,187132,8.638,27.448,-125859,-12.651,29.594,33,44,5746
2003,Utility Patent Granted,61,250,1294,578238,570941,94,7.054,171,12.833,45197,1861,43336,0.326,7.916,32520,6327,26193,1.108,5.696,12677,2.220,11.392,4,4,34
2003,Utility Patent Granted,62,446,12458,1249675,1242445,955,7.644,1025,8.205,111964,22250,89714,1.791,9.012,96698,24686,72012,1.987,7.783,15266,1.229,15.566,9,9,87
2003,Utility Patent Granted,71,169,1041,126045,121447,137,13.478,88,8.657,25968,6061,19907,4.991,21.382,16660,3219,13441,2.651,13.718,9308,7.664,27.436,7,8,13
2003,Utility Patent Granted,72,410,21259,685099,686663,2431,11.750,1293,6.249,78395,45578,32817,6.638,11.417,81001,21438,59563,3.122,11.796,-2606,-0.380,22.834,26,41,489
2003,Utility Patent Granted,81,797,8108,169106,169934,762,9.246,1028,12.474,23990,7868,16122,4.630,14.117,26330,10726,15604,6.312,15.494,-2340,-1.377,28.234,21,53,416
2004,No Utility Patent Granted,11,20476,20928,171358,170358,2683,12.831,2647,12.659,33056,10837,22219,6.361,19.404,31145,12165,18980,7.141,18.282,1911,1.122,36.564,1892,1893,7784
2004,No Utility Patent Granted,21,16362,19421,305224,299140,1924,9.972,1671,8.660,56931,16495,40436,5.514,19.032,44608,17079,27529,5.709,14.912,12323,4.119,29.824,1085,1110,9185
2004,No Utility Patent Granted,22,6238,11723,339082,345792,655,5.552,803,6.807,19625,6415,13210,1.855,5.675,32679,9502,23177,2.748,9.450,-13054,-3.775,11.351,282,285,1391
2004,No Utility Patent Granted,23,621083,627689,6399742,6253279,98036,15.907,75243,12.209,1421369,386830,1034539,6.186,22.730,1129403,364148,765255,5.823,18.061,291966,4.669,36.122,52642,52716,263032
2004,No Utility Patent Granted,31-33,265061,285946,7242970,7272468,21446,7.456,24858,8.642,868906,240258,628648,3.304,11.948,928434,315334,613100,4.336,12.766,-59528,-0.819,23.896,19101,19290,195977
2004,No Utility Patent Granted,42,298809,357137,4403008,4377548,31437,8.804,31297,8.765,599151,173428,425723,3.962,13.687,549194,201287,347907,4.598,12.546,49957,1.141,25.091,22697,23388,127888
2004,No Utility Patent Granted,44-45,657006,947382,13238538,13131083,95410,10.097,90481,9.576,1797698,642970,1154728,4.897,13.690,1586495,571131,1015364,4.349,12.082,211203,1.608,24.164,61832,65916,324721
2004,No Utility Patent Granted,48-49,139890,170815,3106712,3062701,24220,14.308,21141,12.489,484174,189397,294777,6.184,15.809,395297,139375,255922,4.551,12.907,88877,2.902,25.814,15600,15866,87114
2004,No Utility Patent Granted,51,62441,85867,1767198,1791450,11551,13.473,11291,13.169,276254,107169,169085,5.982,15.421,323143,123462,199681,6.892,18.038,-46889,-2.617,30.841,6604,6909,49987
2004,No Utility Patent Granted,52,221297,364305,4624773,4602617,38842,10.718,35043,9.670,704406,243293,461113,5.286,15.304,661192,268235,392957,5.828,14.366,43214,0.939,28.731,15574,16156,82004
2004,No Utility Patent Granted,53,233835,282517,1872109,1843759,37692,13.592,27294,9.842,338933,142009,196924,7.702,18.383,282155,117659,164496,6.381,15.303,56778,3.079,30.607,18771,19661,80194
2004,No Utility Patent Granted,54,605986,656015,5875389,5819318,86238,13.299,71140,10.971,1027640,347798,679842,5.977,17.659,916283,368797,547486,6.337,15.746,111357,1.914,31.491,50224,50774,231631
2004,No Utility Patent Granted,55,23540,35697,1395639,1394360,3089,8.652,3101,8.686,242890,81750,161140,5.863,17.419,240379,91652,148727,6.573,17.239,2511,0.180,34.479,1120,1169,18987
