NAICS,IndustryTitle,Basis,year,tfp_pct_change,tfp_index_2017
3312,Steel products from purchased steel,All workers,2007.0,7.8,101.315
3312,Steel products from purchased steel,All workers,2008.0,-8.0,93.213
3312,Steel products from purchased steel,All workers,2009.0,-12.5,81.602
3312,Steel products from purchased steel,All workers,2010.0,12.8,92.007
3312,Steel products from purchased steel,All workers,2011.0,0.7,92.652
3312,Steel products from purchased steel,All workers,2012.0,3.0,95.433
3312,Steel products from purchased steel,All workers,2013.0,1.0,96.422
3312,Steel products from purchased steel,All workers,2014.0,-0.8,95.631
3312,Steel products from purchased steel,All workers,2015.0,-4.2,91.608
3312,Steel products from purchased steel,All workers,2016.0,3.4,94.734
3312,Steel products from purchased steel,All workers,2017.0,5.6,100.0
3312,Steel products from purchased steel,All workers,2018.0,-1.9,98.074
3312,Steel products from purchased steel,All workers,2019.0,-7.2,91.044
3312,Steel products from purchased steel,All workers,2020.0,2.0,92.88
3312,Steel products from purchased steel,All workers,2021.0,-0.5,92.37
3312,Steel products from purchased steel,All workers,1987,N.A.,85.554
3312,Steel products from purchased steel,All workers,2022,N.A.,N.A.
3312,Steel products from purchased steel,All workers,2023,N.A.,N.A.
3312,Steel products from purchased steel,All workers,2024,N.A.,N.A.
3312,Steel products from purchased steel,All workers,Digit,4-Digit,4-Digit
3312,Steel products from purchased steel,All workers,Sector,Manufacturing,Manufacturing
3313,Alumina and aluminum production and processing,All workers,1988.0,0.1,70.593
3313,Alumina and aluminum production and processing,All workers,1989.0,-1.2,69.749
3313,Alumina and aluminum production and processing,All workers,1990.0,2.0,71.177
3313,Alumina and aluminum production and processing,All workers,1991.0,-0.3,70.974
3313,Alumina and aluminum production and processing,All workers,1992.0,4.2,73.985
3313,Alumina and aluminum production and processing,All workers,1993.0,0.9,74.629
3313,Alumina and aluminum production and processing,All workers,1994.0,2.0,76.123
3313,Alumina and aluminum production and processing,All workers,1995.0,-8.6,69.552
3313,Alumina and aluminum production and processing,All workers,1996.0,6.8,74.295
3313,Alumina and aluminum production and processing,All workers,1997.0,-3.9,71.389
3313,Alumina and aluminum production and processing,All workers,1998.0,5.7,75.457
3313,Alumina and aluminum production and processing,All workers,1999.0,3.2,77.889
3313,Alumina and aluminum production and processing,All workers,2000.0,-11.1,69.221
3313,Alumina and aluminum production and processing,All workers,2001.0,-2.0,67.866
3313,Alumina and aluminum production and processing,All workers,2002.0,8.1,73.365
3313,Alumina and aluminum production and processing,All workers,2003.0,3.0,75.597
3313,Alumina and aluminum production and processing,All workers,2004.0,8.5,81.986
3313,Alumina and aluminum production and processing,All workers,2005.0,-0.6,81.462
3313,Alumina and aluminum production and processing,All workers,2006.0,-0.2,81.33
3313,Alumina and aluminum production and processing,All workers,2007.0,1.5,82.536
3313,Alumina and aluminum production and processing,All workers,2008.0,1.6,83.824
3313,Alumina and aluminum production and processing,All workers,2009.0,-0.2,83.626
3313,Alumina and aluminum production and processing,All workers,2010.0,5.8,88.444
3313,Alumina and aluminum production and processing,All workers,2011.0,-2.6,86.145
3313,Alumina and aluminum production and processing,All workers,2012.0,7.0,92.2
3313,Alumina and aluminum production and processing,All workers,2013.0,7.4,99.048
3313,Alumina and aluminum production and processing,All workers,2014.0,1.2,100.244
3313,Alumina and aluminum production and processing,All workers,2015.0,-2.5,97.714
3313,Alumina and aluminum production and processing,All workers,2016.0,8.3,105.799
3313,Alumina and aluminum production and processing,All workers,2017.0,-5.5,100.0
3313,Alumina and aluminum production and processing,All workers,2018.0,0.5,100.542
3313,Alumina and aluminum production and processing,All workers,2019.0,1.2,101.754
3313,Alumina and aluminum production and processing,All workers,2020.0,5.5,107.351
3313,Alumina and aluminum production and processing,All workers,2021.0,-1.3,105.959
3313,Alumina and aluminum production and processing,All workers,1987,N.A.,70.519
3313,Alumina and aluminum production and processing,All workers,2022,N.A.,N.A.
3313,Alumina and aluminum production and processing,All workers,2023,N.A.,N.A.
3313,Alumina and aluminum production and processing,All workers,2024,N.A.,N.A.
3313,Alumina and aluminum production and processing,All workers,Digit,4-Digit,4-Digit
3313,Alumina and aluminum production and processing,All workers,Sector,Manufacturing,Manufacturing
3314,Nonferrous metal (except aluminum) production and processing,All workers,1988.0,-6.0,76.137
3314,Nonferrous metal (except aluminum) production and processing,All workers,1989.0,-7.9,70.146
3314,Nonferrous metal (except aluminum) production and processing,All workers,1990.0,1.6,71.244
3314,Nonferrous metal (except aluminum) production and processing,All workers,1991.0,1.6,72.376
3314,Nonferrous metal (except aluminum) production and processing,All workers,1992.0,1.4,73.368
3314,Nonferrous metal (except aluminum) production and processing,All workers,1993.0,7.8,79.058
3314,Nonferrous metal (except aluminum) production and processing,All workers,1994.0,2.8,81.251
3314,Nonferrous metal (except aluminum) production and processing,All workers,1995.0,-6.3,76.157
3314,Nonferrous metal (except aluminum) production and processing,All workers,1996.0,1.8,77.504
3314,Nonferrous metal (except aluminum) production and processing,All workers,1997.0,3.6,80.282
3314,Nonferrous metal (except aluminum) production and processing,All workers,1998.0,9.8,88.128
3314,Nonferrous metal (except aluminum) production and processing,All workers,1999.0,1.7,89.67
3314,Nonferrous metal (except aluminum) production and processing,All workers,2000.0,5.7,94.814
3314,Nonferrous metal (except aluminum) production and processing,All workers,2001.0,-5.0,90.097
3314,Nonferrous metal (except aluminum) production and processing,All workers,2002.0,-9.0,82.01
3314,Nonferrous metal (except aluminum) production and processing,All workers,2003.0,10.1,90.292
3314,Nonferrous metal (except aluminum) production and processing,All workers,2004.0,0.0,90.285
3314,Nonferrous metal (except aluminum) production and processing,All workers,2005.0,-8.3,82.824
3314,Nonferrous metal (except aluminum) production and processing,All workers,2006.0,-13.0,72.043
3314,Nonferrous metal (except aluminum) production and processing,All workers,2007.0,6.5,76.72
3314,Nonferrous metal (except aluminum) production and processing,All workers,2008.0,10.2,84.562
3314,Nonferrous metal (except aluminum) production and processing,All workers,2009.0,15.9,97.976
3314,Nonferrous metal (except aluminum) production and processing,All workers,2010.0,10.5,108.304
3314,Nonferrous metal (except aluminum) production and processing,All workers,2011.0,-7.9,99.796
3314,Nonferrous metal (except aluminum) production and processing,All workers,2012.0,-6.1,93.674
3314,Nonferrous metal (except aluminum) production and processing,All workers,2013.0,-0.5,93.238
3314,Nonferrous metal (except aluminum) production and processing,All workers,2014.0,1.9,95.049
3314,Nonferrous metal (except aluminum) production and processing,All workers,2015.0,3.7,98.603
3314,Nonferrous metal (except aluminum) production and processing,All workers,2016.0,4.5,103.017
3314,Nonferrous metal (except aluminum) production and processing,All workers,2017.0,-2.9,100.0
3314,Nonferrous metal (except aluminum) production and processing,All workers,2018.0,-4.0,96.017
3314,Nonferrous metal (except aluminum) production and processing,All workers,2019.0,1.6,97.566
3314,Nonferrous metal (except aluminum) production and processing,All workers,2020.0,6.6,104.022
3314,Nonferrous metal (except aluminum) production and processing,All workers,2021.0,9.9,114.302
3314,Nonferrous metal (except aluminum) production and processing,All workers,1987,N.A.,80.983
3314,Nonferrous metal (except aluminum) production and processing,All workers,2022,N.A.,N.A.
3314,Nonferrous metal (except aluminum) production and processing,All workers,2023,N.A.,N.A.
3314,Nonferrous metal (except aluminum) production and processing,All workers,2024,N.A.,N.A.
3314,Nonferrous metal (except aluminum) production and processing,All workers,Digit,4-Digit,4-Digit
3314,Nonferrous metal (except aluminum) production and processing,All workers,Sector,Manufacturing,Manufacturing
3315,Foundries,All workers,1988.0,1.6,83.494
3315,Foundries,All workers,1989.0,0.0,83.5
3315,Foundries,All workers,1990.0,-1.6,82.162
3315,Foundries,All workers,1991.0,-1.0,81.344
3315,Foundries,All workers,1992.0,2.4,83.324
3315,Foundries,All workers,1993.0,3.8,86.452
3315,Foundries,All workers,1994.0,3.7,89.611
3315,Foundries,All workers,1995.0,0.8,90.296
3315,Foundries,All workers,1996.0,1.2,91.408
3315,Foundries,All workers,1997.0,2.5,93.672
3315,Foundries,All workers,1998.0,-2.2,91.605
3315,Foundries,All workers,1999.0,-0.3,91.354
3315,Foundries,All workers,2000.0,-1.1,90.372
3315,Foundries,All workers,2001.0,-5.4,85.522
3315,Foundries,All workers,2002.0,1.0,86.343
3315,Foundries,All workers,2003.0,2.2,88.278
3315,Foundries,All workers,2004.0,5.4,93.058
3315,Foundries,All workers,2005.0,0.7,93.716
3315,Foundries,All workers,2006.0,2.0,95.583
3315,Foundries,All workers,2007.0,2.2,97.643
3315,Foundries,All workers,2008.0,-10.9,87.037
3315,Foundries,All workers,2009.0,1.5,88.385
3315,Foundries,All workers,2010.0,8.3,95.708
3315,Foundries,All workers,2011.0,-0.4,95.309
3315,Foundries,All workers,2012.0,2.1,97.297
3315,Foundries,All workers,2013.0,1.3,98.574
3315,Foundries,All workers,2014.0,2.1,100.615
3315,Foundries,All workers,2015.0,-2.5,98.077
3315,Foundries,All workers,2016.0,-0.6,97.488
3315,Foundries,All workers,2017.0,2.6,100.0
3315,Foundries,All workers,2018.0,-1.1,98.909
3315,Foundries,All workers,2019.0,-4.2,94.741
3315,Foundries,All workers,2020.0,-5.8,89.237
3315,Foundries,All workers,2021.0,7.2,95.678
3315,Foundries,All workers,1987,N.A.,82.152
3315,Foundries,All workers,2022,N.A.,N.A.
3315,Foundries,All workers,2023,N.A.,N.A.
3315,Foundries,All workers,2024,N.A.,N.A.
3315,Foundries,All workers,Digit,4-Digit,4-Digit
3315,Foundries,All workers,Sector,Manufacturing,Manufacturing
3321,Forging and stamping,All workers,1988.0,2.4,84.418
3321,Forging and stamping,All workers,1989.0,-1.3,83.341
3321,Forging and stamping,All workers,1990.0,-2.2,81.47
3321,Forging and stamping,All workers,1991.0,-2.9,79.097
3321,Forging and stamping,All workers,1992.0,5.3,83.308
3321,Forging and stamping,All workers,1993.0,0.7,83.879
3321,Forging and stamping,All workers,1994.0,1.1,84.761
3321,Forging and stamping,All workers,1995.0,-1.6,83.437
3321,Forging and stamping,All workers,1996.0,-0.4,83.101
3321,Forging and stamping,All workers,1997.0,2.7,85.322
3321,Forging and stamping,All workers,1998.0,-3.9,82.01
3321,Forging and stamping,All workers,1999.0,-3.3,79.321
3321,Forging and stamping,All workers,2000.0,2.3,81.144
3321,Forging and stamping,All workers,2001.0,-1.2,80.185
3321,Forging and stamping,All workers,2002.0,-2.2,78.39
3321,Forging and stamping,All workers,2003.0,8.9,85.356
3321,Forging and stamping,All workers,2004.0,5.0,89.658
3321,Forging and stamping,All workers,2005.0,2.4,91.821
3321,Forging and stamping,All workers,2006.0,8.5,99.661
3321,Forging and stamping,All workers,2007.0,9.0,108.592
3321,Forging and stamping,All workers,2008.0,0.4,109.033
3321,Forging and stamping,All workers,2009.0,-16.8,90.687
3321,Forging and stamping,All workers,2010.0,12.6,102.131
3321,Forging and stamping,All workers,2011.0,5.1,107.375
3321,Forging and stamping,All workers,2012.0,-3.0,104.152
3321,Forging and stamping,All workers,2013.0,0.5,104.664
3321,Forging and stamping,All workers,2014.0,-0.4,104.23
3321,Forging and stamping,All workers,2015.0,-4.1,99.986
3321,Forging and stamping,All workers,2016.0,-2.3,97.685
3321,Forging and stamping,All workers,2017.0,2.4,100.0
3321,Forging and stamping,All workers,2018.0,4.5,104.547
3321,Forging and stamping,All workers,2019.0,-0.5,104.07
3321,Forging and stamping,All workers,2020.0,-8.1,95.623
3321,Forging and stamping,All workers,2021.0,8.2,103.446
3321,Forging and stamping,All workers,1987,N.A.,82.446
3321,Forging and stamping,All workers,2022,N.A.,N.A.
3321,Forging and stamping,All workers,2023,N.A.,N.A.
3321,Forging and stamping,All workers,2024,N.A.,N.A.
3321,Forging and stamping,All workers,Digit,4-Digit,4-Digit
3321,Forging and stamping,All workers,Sector,Manufacturing,Manufacturing
3322,Cutlery and handtools,All workers,1988.0,1.4,94.829
3322,Cutlery and handtools,All workers,1989.0,0.9,95.68
3322,Cutlery and handtools,All workers,1990.0,-5.5,90.424
3322,Cutlery and handtools,All workers,1991.0,-2.8,87.864
3322,Cutlery and handtools,All workers,1992.0,0.6,88.373
3322,Cutlery and handtools,All workers,1993.0,3.4,91.336
3322,Cutlery and handtools,All workers,1994.0,3.1,94.164
3322,Cutlery and handtools,All workers,1995.0,0.5,94.629
3322,Cutlery and handtools,All workers,1996.0,1.2,95.809
3322,Cutlery and handtools,All workers,1997.0,-2.7,93.248
3322,Cutlery and handtools,All workers,1998.0,-3.6,89.925
3322,Cutlery and handtools,All workers,1999.0,0.9,90.771
3322,Cutlery and handtools,All workers,2000.0,0.4,91.1
3322,Cutlery and handtools,All workers,2001.0,-3.8,87.62
3322,Cutlery and handtools,All workers,2002.0,-4.1,84.056
3322,Cutlery and handtools,All workers,2003.0,0.2,84.234
3322,Cutlery and handtools,All workers,2004.0,0.1,84.29
3322,Cutlery and handtools,All workers,2005.0,0.3,84.555
3322,Cutlery and handtools,All workers,2006.0,4.6,88.471
3322,Cutlery and handtools,All workers,2007.0,8.8,96.296
3322,Cutlery and handtools,All workers,2008.0,-2.1,94.235
3322,Cutlery and handtools,All workers,2009.0,9.5,103.152
3322,Cutlery and handtools,All workers,2010.0,7.8,111.223
3322,Cutlery and handtools,All workers,2011.0,0.1,111.361
3322,Cutlery and handtools,All workers,2012.0,-8.7,101.679
3322,Cutlery and handtools,All workers,2013.0,-2.5,99.137
3322,Cutlery and handtools,All workers,2014.0,2.7,101.861
3322,Cutlery and handtools,All workers,2015.0,1.1,103.032
3322,Cutlery and handtools,All workers,2016.0,-5.2,97.725
3322,Cutlery and handtools,All workers,2017.0,2.3,100.0
3322,Cutlery and handtools,All workers,2018.0,0.9,100.927
3322,Cutlery and handtools,All workers,2019.0,-2.0,98.907
3322,Cutlery and handtools,All workers,2020.0,-6.1,92.89
3322,Cutlery and handtools,All workers,2021.0,14.8,106.64
3322,Cutlery and handtools,All workers,1987,N.A.,93.55
3322,Cutlery and handtools,All workers,2022,N.A.,N.A.
3322,Cutlery and handtools,All workers,2023,N.A.,N.A.
3322,Cutlery and handtools,All workers,2024,N.A.,N.A.
3322,Cutlery and handtools,All workers,Digit,4-Digit,4-Digit
3322,Cutlery and handtools,All workers,Sector,Manufacturing,Manufacturing
3323,Architectural and structural metals,All workers,1988.0,-0.3,100.627
3323,Architectural and structural metals,All workers,1989.0,-1.7,98.869
3323,Architectural and structural metals,All workers,1990.0,-0.9,98.002
3323,Architectural and structural metals,All workers,1991.0,0.1,98.137
3323,Architectural and structural metals,All workers,1992.0,2.7,100.81
3323,Architectural and structural metals,All workers,1993.0,-0.7,100.13
3323,Architectural and structural metals,All workers,1994.0,2.1,102.265
3323,Architectural and structural metals,All workers,1995.0,-0.6,101.689
3323,Architectural and structural metals,All workers,1996.0,-1.6,100.058
3323,Architectural and structural metals,All workers,1997.0,4.6,104.707
3323,Architectural and structural metals,All workers,1998.0,-4.6,99.919
3323,Architectural and structural metals,All workers,1999.0,-4.3,95.628
3323,Architectural and structural metals,All workers,2000.0,-2.3,93.469
3323,Architectural and structural metals,All workers,2001.0,-5.2,88.591
3323,Architectural and structural metals,All workers,2002.0,1.3,89.708
3323,Architectural and structural metals,All workers,2003.0,3.8,93.125
3323,Architectural and structural metals,All workers,2004.0,-0.2,92.898
3323,Architectural and structural metals,All workers,2005.0,1.3,94.088
3323,Architectural and structural metals,All workers,2006.0,5.2,98.941
3323,Architectural and structural metals,All workers,2007.0,7.0,105.892
3323,Architectural and structural metals,All workers,2008.0,-3.4,102.317
3323,Architectural and structural metals,All workers,2009.0,-9.1,93.007
3323,Architectural and structural metals,All workers,2010.0,5.4,97.983
3323,Architectural and structural metals,All workers,2011.0,-2.0,96.068
3323,Architectural and structural metals,All workers,2012.0,0.4,96.411
3323,Architectural and structural metals,All workers,2013.0,0.9,97.266
3323,Architectural and structural metals,All workers,2014.0,0.7,97.984
3323,Architectural and structural metals,All workers,2015.0,-2.7,95.335
3323,Architectural and structural metals,All workers,2016.0,1.5,96.723
3323,Architectural and structural metals,All workers,2017.0,3.4,100.0
3323,Architectural and structural metals,All workers,2018.0,-1.8,98.16
3323,Architectural and structural metals,All workers,2019.0,-0.7,97.441
3323,Architectural and structural metals,All workers,2020.0,-1.6,95.884
3323,Architectural and structural metals,All workers,2021.0,4.2,99.911
3323,Architectural and structural metals,All workers,1987,N.A.,100.937
3323,Architectural and structural metals,All workers,2022,N.A.,N.A.
3323,Architectural and structural metals,All workers,2023,N.A.,N.A.
3323,Architectural and structural metals,All workers,2024,N.A.,N.A.
3323,Architectural and structural metals,All workers,Digit,4-Digit,4-Digit
3323,Architectural and structural metals,All workers,Sector,Manufacturing,Manufacturing
3324,"Boilers, tanks, and shipping containers",All workers,1988.0,8.0,98.466
3324,"Boilers, tanks, and shipping containers",All workers,1989.0,-2.8,95.685
3324,"Boilers, tanks, and shipping containers",All workers,1990.0,-2.7,93.072
3324,"Boilers, tanks, and shipping containers",All workers,1991.0,-2.2,91.005
3324,"Boilers, tanks, and shipping containers",All workers,1992.0,1.3,92.226
3324,"Boilers, tanks, and shipping containers",All workers,1993.0,0.5,92.671
3324,"Boilers, tanks, and shipping containers",All workers,1994.0,6.3,98.523
3324,"Boilers, tanks, and shipping containers",All workers,1995.0,2.5,100.989
3324,"Boilers, tanks, and shipping containers",All workers,1996.0,0.9,101.856
3324,"Boilers, tanks, and shipping containers",All workers,1997.0,0.5,102.409
3324,"Boilers, tanks, and shipping containers",All workers,1998.0,-0.9,101.458
3324,"Boilers, tanks, and shipping containers",All workers,1999.0,-1.7,99.703
3324,"Boilers, tanks, and shipping containers",All workers,2000.0,4.6,104.277
3324,"Boilers, tanks, and shipping containers",All workers,2001.0,-2.7,101.476
3324,"Boilers, tanks, and shipping containers",All workers,2002.0,-4.4,96.982
3324,"Boilers, tanks, and shipping containers",All workers,2003.0,3.0,99.9
3324,"Boilers, tanks, and shipping containers",All workers,2004.0,-0.1,99.826
3324,"Boilers, tanks, and shipping containers",All workers,2005.0,-0.9,98.892
3324,"Boilers, tanks, and shipping containers",All workers,2006.0,7.7,106.529
3324,"Boilers, tanks, and shipping containers",All workers,2007.0,3.0,109.745
3324,"Boilers, tanks, and shipping containers",All workers,2008.0,-0.8,108.915
3324,"Boilers, tanks, and shipping containers",All workers,2009.0,-19.1,88.155
3324,"Boilers, tanks, and shipping containers",All workers,2010.0,9.8,96.808
3324,"Boilers, tanks, and shipping containers",All workers,2011.0,6.3,102.866
3324,"Boilers, tanks, and shipping containers",All workers,2012.0,-1.3,101.497
3324,"Boilers, tanks, and shipping containers",All workers,2013.0,-2.9,98.558
3324,"Boilers, tanks, and shipping containers",All workers,2014.0,4.5,102.974
3324,"Boilers, tanks, and shipping containers",All workers,2015.0,-5.0,97.817
3324,"Boilers, tanks, and shipping containers",All workers,2016.0,-2.7,95.152
3324,"Boilers, tanks, and shipping containers",All workers,2017.0,5.1,100.0
3324,"Boilers, tanks, and shipping containers",All workers,2018.0,3.3,103.348
3324,"Boilers, tanks, and shipping containers",All workers,2019.0,-4.6,98.641
3324,"Boilers, tanks, and shipping containers",All workers,2020.0,-4.2,94.493
3324,"Boilers, tanks, and shipping containers",All workers,2021.0,9.7,103.664
3324,"Boilers, tanks, and shipping containers",All workers,1987,N.A.,91.21
3324,"Boilers, tanks, and shipping containers",All workers,2022,N.A.,N.A.
3324,"Boilers, tanks, and shipping containers",All workers,2023,N.A.,N.A.
3324,"Boilers, tanks, and shipping containers",All workers,2024,N.A.,N.A.
3324,"Boilers, tanks, and shipping containers",All workers,Digit,4-Digit,4-Digit
3324,"Boilers, tanks, and shipping containers",All workers,Sector,Manufacturing,Manufacturing
3325,Hardware,All workers,1988.0,-1.7,113.354
3325,Hardware,All workers,1989.0,-0.3,113.015
3325,Hardware,All workers,1990.0,-4.2,108.294
3325,Hardware,All workers,1991.0,-4.3,103.631
3325,Hardware,All workers,1992.0,4.4,108.144
3325,Hardware,All workers,1993.0,0.5,108.632
3325,Hardware,All workers,1994.0,3.3,112.189
3325,Hardware,All workers,1995.0,-0.2,111.992
3325,Hardware,All workers,1996.0,1.1,113.177
3325,Hardware,All workers,1997.0,-1.5,111.461
3325,Hardware,All workers,1998.0,-2.7,108.472
3325,Hardware,All workers,1999.0,2.0,110.651
3325,Hardware,All workers,2000.0,0.2,110.818
3325,Hardware,All workers,2001.0,-6.0,104.163
3325,Hardware,All workers,2002.0,1.2,105.443
3325,Hardware,All workers,2003.0,2.3,107.832
3325,Hardware,All workers,2004.0,-0.2,107.578
3325,Hardware,All workers,2005.0,1.5,109.169
3325,Hardware,All workers,2006.0,5.6,115.24
3325,Hardware,All workers,2007.0,-7.6,106.512
3325,Hardware,All workers,2008.0,-2.2,104.17
3325,Hardware,All workers,2009.0,-13.2,90.401
3325,Hardware,All workers,2010.0,6.0,95.839
3325,Hardware,All workers,2011.0,-1.3,94.641
3325,Hardware,All workers,2012.0,0.7,95.293
3325,Hardware,All workers,2013.0,0.0,95.332
3325,Hardware,All workers,2014.0,-0.9,94.463
3325,Hardware,All workers,2015.0,-0.6,93.852
3325,Hardware,All workers,2016.0,2.8,96.517
3325,Hardware,All workers,2017.0,3.6,100.0
3325,Hardware,All workers,2018.0,2.0,102.032
3325,Hardware,All workers,2019.0,-2.2,99.795
3325,Hardware,All workers,2020.0,-0.3,99.522
3325,Hardware,All workers,2021.0,3.4,102.874
3325,Hardware,All workers,1987,N.A.,115.322
3325,Hardware,All workers,2022,N.A.,N.A.
3325,Hardware,All workers,2023,N.A.,N.A.
3325,Hardware,All workers,2024,N.A.,N.A.
3325,Hardware,All workers,Digit,4-Digit,4-Digit
3325,Hardware,All workers,Sector,Manufacturing,Manufacturing
3326,Spring and wire products,All workers,1988.0,2.2,86.887
3326,Spring and wire products,All workers,1989.0,-2.2,84.986
3326,Spring and wire products,All workers,1990.0,1.4,86.208
3326,Spring and wire products,All workers,1991.0,1.5,87.497
3326,Spring and wire products,All workers,1992.0,0.0,87.467
3326,Spring and wire products,All workers,1993.0,3.8,90.764
3326,Spring and wire products,All workers,1994.0,-2.3,88.647
3326,Spring and wire products,All workers,1995.0,5.0,93.097
3326,Spring and wire products,All workers,1996.0,-0.8,92.382
3326,Spring and wire products,All workers,1997.0,-0.6,91.79
3326,Spring and wire products,All workers,1998.0,3.2,94.751
3326,Spring and wire products,All workers,1999.0,-0.9,93.941
3326,Spring and wire products,All workers,2000.0,0.3,94.239
3326,Spring and wire products,All workers,2001.0,-4.8,89.762
3326,Spring and wire products,All workers,2002.0,5.5,94.718
3326,Spring and wire products,All workers,2003.0,3.4,97.955
3326,Spring and wire products,All workers,2004.0,0.6,98.552
3326,Spring and wire products,All workers,2005.0,0.7,99.193
3326,Spring and wire products,All workers,2006.0,0.6,99.835
3326,Spring and wire products,All workers,2007.0,5.9,105.714
3326,Spring and wire products,All workers,2008.0,0.1,105.863
3326,Spring and wire products,All workers,2009.0,-13.1,91.976
3326,Spring and wire products,All workers,2010.0,8.6,99.867
3326,Spring and wire products,All workers,2011.0,2.4,102.3
3326,Spring and wire products,All workers,2012.0,-6.4,95.718
3326,Spring and wire products,All workers,2013.0,-2.1,93.724
3326,Spring and wire products,All workers,2014.0,1.8,95.426
3326,Spring and wire products,All workers,2015.0,-1.6,93.931
3326,Spring and wire products,All workers,2016.0,1.9,95.683
3326,Spring and wire products,All workers,2017.0,4.5,100.0
3326,Spring and wire products,All workers,2018.0,1.4,101.404
3326,Spring and wire products,All workers,2019.0,-6.8,94.499
3326,Spring and wire products,All workers,2020.0,-3.6,91.05
3326,Spring and wire products,All workers,2021.0,13.0,102.925
3326,Spring and wire products,All workers,1987,N.A.,85.02
3326,Spring and wire products,All workers,2022,N.A.,N.A.
3326,Spring and wire products,All workers,2023,N.A.,N.A.
3326,Spring and wire products,All workers,2024,N.A.,N.A.
3326,Spring and wire products,All workers,Digit,4-Digit,4-Digit
3326,Spring and wire products,All workers,Sector,Manufacturing,Manufacturing
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1988.0,4.5,82.068
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1989.0,1.1,83.005
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1990.0,-1.4,81.884
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1991.0,-1.6,80.536
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1992.0,6.2,85.505
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1993.0,-0.4,85.187
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1994.0,6.8,90.974
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1995.0,5.2,95.717
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1996.0,0.5,96.154
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1997.0,0.5,96.641
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1998.0,-2.1,94.638
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1999.0,-0.8,93.914
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2000.0,1.8,95.627
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2001.0,-3.2,92.557
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2002.0,1.4,93.826
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2003.0,1.7,95.428
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2004.0,3.9,99.146
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2005.0,-1.9,97.3
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2006.0,4.5,101.722
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2007.0,5.9,107.707
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2008.0,-0.9,106.733
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2009.0,-12.9,92.934
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2010.0,7.0,99.438
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2011.0,2.6,101.981
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2012.0,0.4,102.432
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2013.0,-1.2,101.174
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2014.0,-0.3,100.873
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2015.0,-3.1,97.736
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2016.0,-1.6,96.217
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2017.0,3.9,100.0
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2018.0,5.2,105.199
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2019.0,-4.9,100.073
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2020.0,-6.1,93.968
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2021.0,12.8,105.972
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,1987,N.A.,78.55
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2022,N.A.,N.A.
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2023,N.A.,N.A.
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,2024,N.A.,N.A.
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,Digit,4-Digit,4-Digit
3327,"Machine shops; turned products; and screws, nuts, and bolts",All workers,Sector,Manufacturing,Manufacturing
3328,"Coating, engraving, heat treating, and allied activities",All workers,1988.0,7.1,80.948
3328,"Coating, engraving, heat treating, and allied activities",All workers,1989.0,-4.0,77.698
3328,"Coating, engraving, heat treating, and allied activities",All workers,1990.0,1.3,78.701
3328,"Coating, engraving, heat treating, and allied activities",All workers,1991.0,-5.8,74.128
3328,"Coating, engraving, heat treating, and allied activities",All workers,1992.0,6.9,79.265
3328,"Coating, engraving, heat treating, and allied activities",All workers,1993.0,1.4,80.389
