year,vcnaics3,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2000,221,6390,16548,653715,656795,1575,9.703,944,5.815,70541,31533,39008,4.801,10.740,77460,13813,63647,2.103,11.794,-6919,-1.053,21.480,312,328,2144
2000,236,174148,175726,1567208,1530791,24091,13.759,22828,13.038,362018,90842,271176,5.934,23.649,288283,93946,194337,6.137,18.832,73735,4.817,37.665,16337,16368,66407
2000,237,41406,42735,895782,853086,5258,12.462,4175,9.895,208337,51278,157059,6.011,24.422,122715,28619,94096,3.355,14.385,85622,10.037,28.770,3082,3088,20678
2000,238,385049,389558,4119293,3990432,48960,12.680,42104,10.904,924932,231037,693895,5.790,23.179,667634,209728,457906,5.256,16.731,257298,6.448,33.462,31028,31057,156309
2000,311,20173,24474,1466426,1461248,1893,7.695,2148,8.731,146343,30174,116169,2.065,10.015,135686,40985,94701,2.805,9.286,10657,0.729,18.571,1541,1559,16293
2000,312,2067,2570,165695,167148,253,9.924,212,8.315,16368,4639,11729,2.775,9.793,19220,4758,14462,2.847,11.499,-2852,-1.706,19.585,157,157,1884
2000,313,4232,5136,353105,364770,292,5.525,591,11.182,27514,6822,20692,1.870,7.543,50918,17250,33668,4.729,13.959,-23404,-6.416,15.086,429,442,6491
2000,314,6887,7290,222587,224885,671,9.147,762,10.388,28883,8656,20227,3.849,12.843,33151,8743,24408,3.888,14.741,-4268,-1.898,25.687,607,610,5812
2000,315,12108,12809,485034,514908,1824,13.967,2324,17.796,67992,25980,42012,5.046,13.205,127068,56043,71025,10.884,24.678,-59076,-11.473,26.409,1797,1829,29834
2000,316,1473,1564,66643,70223,123,7.729,178,11.184,5074,1067,4007,1.519,7.226,12167,3876,8291,5.520,17.326,-7093,-10.101,14.451,124,126,1451
2000,321,14476,16300,598817,596671,1325,8.121,1356,8.311,68533,16260,52273,2.725,11.486,64151,17502,46649,2.933,10.751,4382,0.734,21.503,1030,1038,9772
2000,322,3554,5685,561356,561606,250,4.386,281,4.929,40162,13170,26992,2.345,7.151,40873,13668,27205,2.434,7.278,-711,-0.127,14.303,169,172,2684
2000,323,35169,36978,811309,816967,2035,5.410,3317,8.817,77444,17336,60108,2.122,9.479,89112,31468,57644,3.852,10.908,-11668,-1.428,18.959,2641,2658,20236
2000,324,1055,2106,105663,105110,122,5.755,150,7.075,9551,1792,7759,1.705,9.087,8429,2259,6170,2.149,8.019,1122,1.067,16.039,58,58,758
2000,325,8954,12818,890355,889214,772,6.022,776,6.053,73155,15247,57908,1.715,8.227,71282,15593,55689,1.754,8.016,1873,0.211,16.033,474,488,7192
2000,326,12212,15485,1041813,1033004,855,5.491,1025,6.583,113608,23808,89800,2.305,10.998,95728,26621,69107,2.577,9.267,17880,1.731,18.534,676,681,10242
2000,327,10810,15717,518719,511802,1084,6.919,982,6.268,61014,13226,47788,2.584,11.921,46598,12656,33942,2.473,9.105,14416,2.817,18.209,649,664,6866
2000,331,4232,5349,590880,590876,382,7.203,290,5.469,43689,8756,34933,1.482,7.394,44181,7871,36310,1.332,7.477,-492,-0.083,14.788,199,200,2745
2000,332,54414,58726,1780488,1770973,3572,6.057,4065,6.893,192690,40395,152295,2.281,10.880,174023,45546,128477,2.572,9.826,18667,1.054,19.653,3057,3073,26796
2000,333,25448,28230,1380814,1384738,1458,5.124,1906,6.699,128325,30847,97478,2.228,9.267,136630,35157,101473,2.539,9.867,-8305,-0.600,18.534,1384,1390,15870
2000,334,13571,15690,1543590,1553853,1220,7.736,1381,8.757,182006,37354,144652,2.404,11.713,197975,62400,135575,4.016,12.741,-15969,-1.028,23.426,917,926,13890
2000,335,5438,6542,578726,574451,417,6.352,463,7.053,58140,12309,45831,2.143,10.121,49405,13928,35477,2.425,8.600,8735,1.521,17.201,309,310,3448
2000,336,9976,12074,1832115,1836917,899,7.427,960,7.931,173999,38401,135598,2.091,9.472,185523,41521,144002,2.260,10.100,-11524,-0.627,18.945,674,676,10800
2000,337,18068,18991,647830,636310,1695,8.925,1695,8.925,78838,14856,63982,2.335,12.390,55778,17050,38728,2.680,8.766,23060,3.624,17.532,1283,1293,11768
2000,339,27706,28923,721644,717326,2622,9.079,2535,8.778,92283,23649,68634,3.297,12.865,83488,26656,56832,3.716,11.639,8795,1.226,23.278,1948,1953,12613
2000,423,177221,232664,3282372,3232830,22726,9.787,21830,9.401,553071,188211,364860,5.822,17.108,454386,168226,286160,5.204,14.055,98685,3.053,28.111,14404,15139,87568
2000,424,100817,127843,2256716,2232356,11969,9.329,12893,10.049,341725,97041,244684,4.347,15.308,294060,112972,181088,5.061,13.173,47665,2.135,26.345,8668,8906,55093
2000,425,33392,35680,288933,288231,2932,8.206,3036,8.497,43103,11287,31816,3.916,14.954,41691,15889,25802,5.513,14.464,1412,0.490,28.929,2050,2075,9706
2000,441,90437,119160,1888207,1857272,10213,8.583,9868,8.293,250088,80567,169521,4.338,13.465,187745,77479,110266,4.172,10.109,62343,3.357,20.217,6408,6917,49092
2000,442,44459,60655,557375,544216,5823,9.644,5272,8.731,101325,40934,60391,7.522,18.619,75003,28017,46986,5.148,13.782,26322,4.837,27.564,3417,3836,17804
2000,443,32455,50208,486542,473455,5368,10.722,5086,10.158,92591,34136,58455,7.210,19.556,66056,25148,40908,5.312,13.952,26535,5.605,27.904,3601,3756,16651
2000,444,64697,90310,1282507,1253401,5362,5.913,6094,6.721,187149,56169,130980,4.481,14.931,129017,64173,64844,5.120,10.293,58132,4.638,20.587,4024,4227,23561
2000,445,100353,136025,2984457,3023158,14093,10.319,15200,11.129,381790,162981,218809,5.391,12.629,462394,226501,235893,7.492,15.295,-80604,-2.666,25.258,9302,9601,55883
2000,446,40059,77546,905164,926280,6202,7.956,7018,9.003,131908,51154,80754,5.523,14.241,172889,66252,106637,7.152,18.665,-40981,-4.424,28.481,3216,3495,19186
2000,447,61609,113764,936179,931295,8184,7.152,9520,8.319,159096,55829,103267,5.995,17.083,148833,53916,94917,5.789,15.981,10263,1.102,31.963,5628,6050,32956
2000,448,62141,141595,1370781,1332093,13274,9.343,14233,10.018,275724,101827,173897,7.644,20.699,197089,78472,118617,5.891,14.795,78635,5.903,29.591,6027,6596,24638
2000,451,36738,53210,542592,535751,4865,9.055,5896,10.974,97846,40885,56961,7.631,18.263,83922,32716,51206,6.107,15.664,13924,2.599,31.329,3726,4090,16871
2000,452,9141,37447,2561669,2523345,3892,10.650,2090,5.719,267332,100963,166369,4.001,10.594,186904,56100,130804,2.223,7.407,80428,3.187,14.814,1001,1119,13729
2000,453,94281,118884,848836,839505,13182,11.095,13039,10.974,154606,63979,90627,7.621,18.416,135480,51010,84470,6.076,16.138,19126,2.278,32.276,9674,9970,35342
2000,454,34399,42000,562625,544771,5860,14.230,4220,10.248,110290,40854,69436,7.499,20.245,74922,26039,48883,4.780,13.753,35368,6.492,27.506,2939,2999,16092
2000,481,2296,4950,557271,541874,578,11.842,440,9.015,54280,6737,47543,1.243,10.017,23023,8289,14734,1.530,4.249,31257,5.768,8.498,218,236,2786
2000,483,1257,1705,70013,69606,206,12.075,208,12.192,11401,2744,8657,3.942,16.379,10788,2217,8571,3.185,15.499,613,0.881,30.998,114,122,1284
2000,484,84355,96942,1492251,1472732,14812,15.338,14075,14.574,282471,92453,190018,6.278,19.180,247096,92617,154479,6.289,16.778,35375,2.402,33.556,10588,10772,49361
2000,485,12908,14892,376779,369167,1831,12.325,1759,11.840,57232,16532,40700,4.478,15.503,41985,19199,22786,5.201,11.373,15247,4.130,22.746,1295,1314,10568
2000,486,191,2829,49681,48178,728,27.430,378,14.243,14457,9431,5026,19.576,30.008,11661,5008,6653,10.395,24.204,2796,5.804,48.408,17,17,208
2000,487,1674,1755,24192,23588,209,11.922,205,11.694,4397,802,3595,3.400,18.641,3230,775,2455,3.286,13.694,1167,4.948,27.387,156,156,621
2000,488,23080,29078,474892,457723,3246,11.185,3133,10.795,96835,28732,68103,6.277,21.156,63035,25753,37282,5.626,13.771,33800,7.384,27.543,2069,2186,12834
2000,492,6707,11152,620231,598122,1803,16.463,1402,12.802,103411,26726,76685,4.468,17.289,57333,27575,29758,4.610,9.586,46078,7.704,19.171,897,949,6138
2000,493,6693,12598,558627,546944,1280,10.290,962,7.734,103364,40894,62470,7.477,18.898,80332,27021,53311,4.940,14.687,23032,4.211,29.375,350,367,4523
2000,511,22981,29380,1024951,1049746,3487,11.889,3386,11.545,166081,56123,109958,5.346,15.821,214427,45729,168698,4.356,20.427,-48346,-4.605,31.642,2326,2394,21918
2000,512,14473,18800,294252,288469,2515,13.366,2547,13.536,66960,23219,43741,8.049,23.212,54776,24658,30118,8.548,18.989,12184,4.224,37.977,1560,1603,7923
2000,515,5507,8197,280759,279269,904,10.943,1032,12.492,40008,16635,23373,5.957,14.326,36964,17357,19607,6.215,13.236,3044,1.090,26.472,639,754,11405
2000,517,14967,48359,1519975,1426551,10751,23.661,4907,10.800,374343,187483,186860,13.142,26.241,187529,67217,120312,4.712,13.146,186814,13.096,26.291,2098,2540,27668
2000,518,5512,9551,373188,358844,2134,23.025,1568,16.918,89081,38613,50468,10.760,24.824,59631,16600,43031,4.626,16.618,29450,8.207,33.235,427,429,4231
2000,519,3683,4387,82293,72670,797,19.404,238,5.794,25217,12865,12352,17.703,34.701,5577,1971,3606,2.712,7.674,19640,27.026,15.349,126,129,1036
2000,521,15,44,22286,22578,D,D,0,0.000,341,D,328,D,1.510,918,0,918,0.000,4.066,-577,-2.556,3.021,0,0,0
2000,522,49417,172755,2814876,2789858,21016,12.403,14384,8.489,524660,242041,282619,8.676,18.806,479064,144309,334755,5.173,17.172,45596,1.634,34.343,4445,5252,39872
2000,523,36543,65345,859685,813632,13154,21.305,5947,9.632,186880,78198,108682,9.611,22.969,95212,37027,58185,4.551,11.702,91668,11.267,23.404,3157,3229,13879
2000,524,116868,159888,2312121,2336640,16569,10.194,21880,13.461,378630,116969,261661,5.006,16.204,427945,172354,255591,7.376,18.315,-49315,-2.111,32.408,8226,8560,40182
2000,525,589,629,5562,5389,245,44.995,76,13.958,3045,2384,661,44.238,56.504,2769,739,2030,13.713,51.382,276,5.122,102.765,50,50,239
2000,531,180982,208018,1293852,1273660,24969,12.084,22196,10.742,256523,103190,153333,8.102,20.141,214629,86838,127791,6.818,16.851,41894,3.289,33.703,15352,15700,53390
2000,532,29461,58312,629143,622371,5939,10.141,6447,11.008,114945,43824,71121,7.041,18.469,100780,45300,55480,7.279,16.193,14165,2.276,32.386,3910,4529,23631
2000,533,1688,1828,22120,21571,231,12.710,210,11.554,5249,1871,3378,8.674,24.334,4234,1516,2718,7.028,19.628,1015,4.705,39.256,147,150,1274
2000,541,571520,625857,6996984,6784037,82400,13.325,67477,10.912,1453976,498065,955911,7.342,21.432,1025333,370304,655029,5.458,15.114,428643,6.318,30.228,47138,47712,205818
2000,551,28262,53041,3341031,3308102,6447,12.312,5089,9.719,624073,211257,412816,6.386,18.865,564064,152131,411933,4.599,17.051,60009,1.814,34.102,1237,1396,20698
2000,561,245903,294481,8734732,8370780,40485,13.785,38905,13.247,2251503,629174,1622329,7.516,26.897,1530449,561627,968822,6.709,18.283,721054,8.614,36.566,26708,27145,252879
2000,562,12394,15398,298549,294144,1940,12.614,1903,12.374,64844,24052,40792,8.177,22.045,55850,26223,29627,8.915,18.987,8994,3.058,37.975,1347,1379,13512
2000,611,54408,61432,2544704,2491511,6769,11.171,5098,8.413,263452,58957,204495,2.366,10.574,156838,30493,126345,1.224,6.295,106614,4.279,12.590,3611,3684,20692
2000,621,370577,425152,4547029,4492941,35813,8.433,34820,8.200,798750,261197,537553,5.813,17.778,690968,302941,388027,6.743,15.379,107782,2.399,30.758,21666,22779,132688
2000,622,4042,6660,4942433,4940521,298,4.481,278,4.180,261994,65862,196132,1.333,5.303,257547,76542,181005,1.549,5.213,4447,0.090,10.426,90,105,35835
2000,623,29956,60733,2587081,2563703,6269,10.512,4072,6.828,330018,124772,205246,4.867,12.873,282155,99734,182421,3.890,11.006,47863,1.867,22.012,2184,2369,46872
2000,624,89583,121782,1931568,1880872,11695,9.692,9452,7.834,306483,86478,220005,4.598,16.295,206046,58714,147332,3.122,10.955,100437,5.340,21.910,6320,6468,36490
2000,711,25747,26274,352788,340829,4163,16.048,3498,13.484,82340,23513,58827,6.899,24.159,58230,19368,38862,5.683,17.085,24110,7.074,34.170,2325,2329,12205
2000,712,5096,5494,108232,105741,339,6.214,262,4.802,12433,1924,10509,1.820,11.758,7446,1056,6390,0.999,7.042,4987,4.716,14.083,156,157,610
2000,713,47945,53577,1269486,1226710,5388,10.060,5354,9.996,225099,63687,161412,5.192,18.350,139214,48006,91208,3.913,11.349,85885,7.001,22.697,3805,4023,34571
2000,721,42225,52574,1767002,1749942,5225,9.996,4616,8.831,244086,106117,137969,6.064,13.948,209806,79948,129858,4.569,11.989,34280,1.959,23.979,3045,3103,39919
2000,722,317653,433016,8124747,8009424,48443,11.196,47747,11.035,1475464,674750,800714,8.424,18.422,1243622,480114,763508,5.994,15.527,231842,2.895,31.054,32985,34773,303362
2000,811,194872,211817,1351150,1343218,20286,9.510,23287,10.917,234388,83321,151067,6.203,17.450,218296,91398,126898,6.804,16.252,16092,1.198,32.503,16281,16746,60632
2000,812,141834,176769,1286711,1275434,20583,11.686,19300,10.958,227976,94594,133382,7.417,17.874,205692,81728,123964,6.408,16.127,22284,1.747,32.254,13646,14194,53332
2000,813,269456,277216,2643163,2596480,14503,5.250,12598,4.560,326899,54539,272360,2.100,12.590,233926,47727,186199,1.838,9.009,92973,3.581,18.019,7457,7471,24432
2001,113,11158,11336,77232,80438,1065,9.204,1534,13.258,11813,3266,8547,4.060,14.686,18246,5769,12477,7.172,22.683,-6433,-7.997,29.372,1112,1113,4028
2001,114,1713,1726,9937,10200,275,16.026,255,14.860,1775,692,1083,6.784,17.402,2223,893,1330,8.755,21.794,-448,-4.392,34.804,160,160,341
2001,115,8980,9399,95499,96487,1309,14.096,1084,11.673,19966,6537,13429,6.775,20.693,21716,9563,12153,9.911,22.507,-1750,-1.814,41.386,733,733,5671
2001,211,5688,6906,85116,82528,694,10.091,637,9.262,19141,7878,11263,9.546,23.193,13695,5867,7828,7.109,16.594,5446,6.599,33.189,365,372,2488
2001,212,4285,6768,200673,203502,593,8.739,628,9.255,23868,7506,16362,3.688,11.729,29752,8284,21468,4.071,14.620,-5884,-2.891,23.457,373,379,3727
2001,213,6860,8135,195237,180752,1067,13.383,743,9.319,46783,10064,36719,5.568,25.882,18040,6998,11042,3.872,9.981,28743,15.902,19.961,486,506,3846
2001,221,6524,16741,652941,655476,1493,8.942,1404,8.409,82081,35799,46282,5.462,12.522,87716,23498,64218,3.585,13.382,-5635,-0.860,25.045,299,341,3259
2001,236,176179,177812,1561544,1555399,24193,13.661,22761,12.852,319265,92847,226418,5.969,20.526,306285,96394,209891,6.197,19.692,12980,0.835,39.383,15584,15596,66984
2001,237,43909,45363,932085,927057,5101,11.314,4550,10.091,180252,40365,139887,4.354,19.443,170667,41425,129242,4.468,18.410,9585,1.034,36.819,3296,3297,25397
2001,238,377907,382495,4014193,3997912,45922,12.037,43936,11.517,800602,211608,588994,5.293,20.026,767848,244513,523335,6.116,19.206,32754,0.819,38.412,31400,31430,162252
2001,311,20149,24455,1460808,1465773,1980,8.061,2193,8.929,137337,30265,107072,2.065,9.370,146488,45885,100603,3.130,9.994,-9151,-0.624,18.739,1563,1586,19030
2001,312,2285,2789,166561,167128,276,9.984,227,8.211,18431,4183,14248,2.503,11.028,19693,5654,14039,3.383,11.783,-1262,-0.755,22.056,154,156,2185
2001,313,3961,4803,318290,335227,314,6.313,656,13.189,21756,6269,15487,1.870,6.490,55898,17384,38514,5.186,16.675,-34142,-10.185,12.980,461,482,5341
2001,314,6877,7272,207311,215460,654,8.914,784,10.686,19026,6341,12685,2.943,8.830,35280,12249,23031,5.685,16.374,-16254,-7.544,17.661,616,618,7296
2001,315,11570,12157,420267,452746,1632,13.047,2335,18.667,50281,19974,30307,4.412,11.106,114702,51186,63516,11.306,25.335,-64421,-14.229,22.212,1838,1869,28514
2001,316,1466,1545,57748,61623,144,9.275,159,10.242,5298,1413,3885,2.293,8.597,12884,4245,8639,6.889,20.908,-7586,-12.310,17.195,117,121,2238
2001,321,14476,16310,560118,582190,1288,7.854,1468,8.951,50714,17090,33624,2.935,8.711,94966,28180,66786,4.840,16.312,-44252,-7.601,17.422,1038,1056,14903
2001,322,3528,5599,538153,550253,210,3.716,315,5.574,29668,6810,22858,1.238,5.392,54020,21538,32482,3.914,9.817,-24352,-4.426,10.783,160,173,4764
2001,323,34221,36007,782167,795013,2079,5.697,3048,8.353,66779,16449,50330,2.069,8.400,92582,29539,63043,3.716,11.645,-25803,-3.246,16.799,2423,2432,19428
2001,324,1035,2149,101017,103440,187,8.761,158,7.402,8295,3726,4569,3.602,8.019,13135,3718,9417,3.594,12.698,-4840,-4.679,16.038,58,60,859
2001,325,8979,12764,877835,886439,795,6.190,954,7.428,77291,21188,56103,2.390,8.719,93107,29000,64107,3.272,10.503,-15816,-1.784,17.439,532,537,7061
2001,326,11977,15238,988835,1015375,757,4.922,1040,6.762,79389,21642,57747,2.131,7.819,132419,35518,96901,3.498,13.041,-53030,-5.223,15.637,672,683,14218
2001,327,10965,16009,517670,520076,1178,7.366,1145,7.160,56111,16285,39826,3.131,10.789,60356,18386,41970,3.535,11.605,-4245,-0.816,21.578,680,708,9527
2001,331,4311,5418,565157,580425,382,7.044,392,7.228,35346,9905,25441,1.707,6.090,65980,14425,51555,2.485,11.368,-30634,-5.278,12.179,253,260,5732
2001,332,54922,59271,1757397,1777936,3769,6.350,3933,6.626,177326,45776,131550,2.575,9.974,218741,61581,157160,3.464,12.303,-41415,-2.329,19.947,2879,2905,32413
2001,333,25133,27935,1338191,1361887,1474,5.227,2005,7.110,124589,27741,96848,2.037,9.148,171749,45711,126038,3.356,12.611,-47160,-3.463,18.297,1417,1425,16214
2001,334,13573,15703,1568825,1554855,1388,8.813,1481,9.403,230785,68232,162553,4.388,14.843,202862,90722,112140,5.835,13.047,27923,1.796,26.094,955,961,17764
2001,335,5306,6405,566782,573427,382,5.895,533,8.225,46897,10623,36274,1.853,8.178,59809,13270,46539,2.314,10.430,-12912,-2.252,16.357,370,373,4640
2001,336,9940,12051,1709750,1774129,858,7.077,1003,8.273,103340,22849,80491,1.288,5.825,231734,43088,188646,2.429,13.062,-128394,-7.237,11.650,691,701,12668
2001,337,18835,19744,629905,643669,1768,8.961,1742,8.829,55497,13133,42364,2.040,8.622,82557,25052,57505,3.892,12.826,-27060,-4.204,17.244,1273,1284,14739
2001,339,27570,28806,704105,712620,2453,8.491,2619,9.066,75221,17791,57430,2.497,10.556,91762,28953,62809,4.063,12.877,-16541,-2.321,21.111,1978,1986,15683
2001,423,175112,231850,3327039,3317212,22879,9.843,24048,10.346,561238,208883,352355,6.297,16.919,541975,222317,319658,6.702,16.338,19263,0.581,32.677,14619,15758,105047
2001,424,100068,128050,2292579,2288155,13199,10.297,13460,10.501,340735,112058,228677,4.897,14.891,328860,124792,204068,5.454,14.372,11875,0.519,28.745,8673,8971,58987
2001,425,32962,35102,274573,282167,2740,7.757,3183,9.011,42150,15959,26191,5.656,14.938,56945,19131,37814,6.780,20.181,-14795,-5.243,29.876,2009,2041,9115
2001,441,90348,119326,1866561,1879422,9328,7.804,9730,8.140,207422,71167,136255,3.787,11.036,234054,77207,156847,4.108,12.454,-26632,-1.417,22.073,6645,7023,51119
2001,442,44963,61123,572065,566229,5907,9.659,5967,9.757,100118,35597,64521,6.287,17.682,88471,33920,54551,5.991,15.625,11647,2.057,31.249,3510,3957,17363
2001,443,32214,50533,489601,489737,5394,10.662,5508,10.888,83194,33633,49561,6.868,16.988,83766,29779,53987,6.081,17.104,-572,-0.117,33.975,3851,4017,19740
2001,444,65797,91659,1283119,1291663,5906,6.428,6345,6.906,168023,86079,81944,6.664,13.008,187723,49669,138054,3.845,14.533,-19700,-1.525,26.017,4139,4374,26194
2001,445,99756,134710,2911885,2946220,13648,10.081,14997,11.077,355041,146007,209034,4.956,12.051,425837,169010,256827,5.737,14.454,-70796,-2.403,24.101,9900,10175,60111
2001,446,39719,77436,947237,928524,5529,7.129,5773,7.443,141442,37026,104416,3.988,15.233,104829,37457,67372,4.034,11.290,36613,3.943,22.580,3200,3454,18223
2001,447,60324,112717,930009,934753,8492,7.496,9618,8.490,151832,55240,96592,5.910,16.243,161441,53118,108323,5.683,17.271,-9609,-1.028,32.486,5687,6222,32465
2001,448,61178,140247,1384000,1378626,13663,9.688,15227,10.797,251647,104824,146823,7.604,18.253,242019,92925,149094,6.740,17.555,9628,0.698,35.110,5957,8171,35806
2001,451,35908,52382,555173,549725,4626,8.756,5531,10.469,98169,35194,62975,6.402,17.858,87284,32104,55180,5.840,15.878,10885,1.980,31.756,3688,3878,18244
2001,452,8917,37975,2562281,2562558,2968,7.880,2345,6.226,239628,97088,142540,3.789,9.351,242166,75982,166184,2.965,9.450,-2538,-0.099,18.702,1086,1110,4632
2001,453,92785,117555,832275,842361,12314,10.412,13731,11.611,134588,52647,81941,6.250,15.977,154544,58201,96343,6.909,18.347,-19956,-2.369,31.955,9885,10249,37230
2001,454,34724,42368,563193,565049,5588,13.276,5035,11.962,99734,36274,63460,6.420,17.651,103890,38483,65407,6.811,18.386,-4156,-0.736,35.301,3514,3585,21078
2001,481,2314,4986,558014,558210,607,12.253,543,10.961,55723,8507,47216,1.524,9.982,57953,9425,48528,1.688,10.382,-2230,-0.399,19.965,247,259,1936
2001,483,1224,1695,71706,71718,190,11.190,196,11.543,12332,4392,7940,6.124,17.195,12439,3849,8590,5.367,17.344,-107,-0.149,34.390,115,124,2096
2001,484,84521,97490,1475072,1485244,14566,14.926,14766,15.131,233704,84704,149000,5.703,15.735,253416,104376,149040,7.028,17.062,-19712,-1.327,31.470,10814,11156,64200
2001,485,12996,15128,386947,383000,1945,12.935,1763,11.724,56936,21948,34988,5.731,14.866,48803,17537,31266,4.579,12.742,8133,2.123,25.485,1307,1328,9849
2001,486,198,2774,47402,48509,279,9.961,333,11.889,6347,2411,3936,4.970,13.084,8707,3768,4939,7.768,17.949,-2360,-4.865,26.168,9,9,53
2001,487,1731,1811,23699,23350,255,14.218,220,12.267,3822,1025,2797,4.390,16.368,3143,1172,1971,5.019,13.460,679,2.908,26.921,166,166,768
2001,488,23486,29782,489229,484172,3756,12.719,3252,11.013,91750,32409,59341,6.694,18.950,81488,30413,51075,6.281,16.830,10262,2.119,33.661,2104,2203,12477
2001,492,6864,11466,578141,599023,1817,16.090,1470,13.017,41825,16561,25264,2.765,6.982,83261,14289,68972,2.385,13.899,-41436,-6.917,13.964,917,945,6952
2001,493,6835,12620,576647,569897,1449,11.438,1545,12.196,116842,46853,69989,8.221,20.502,102672,43082,59590,7.560,18.016,14170,2.486,36.032,374,637,7217
2001,511,22536,29558,1056415,1043781,3607,12.222,3514,11.907,178954,65734,113220,6.298,17.145,154379,71176,83203,6.819,14.790,24575,2.354,29.581,2253,2355,28926
2001,512,14730,18619,287439,291839,2493,13.257,2865,15.235,59615,18181,41434,6.230,20.427,67502,25184,42318,8.629,23.130,-7887,-2.703,40.855,1517,1570,8055
2001,515,5122,8944,289892,285501,2151,25.156,1364,15.952,68524,43505,25019,15.238,24.001,57577,37419,20158,13.106,20.167,10947,3.834,40.334,662,712,9388
2001,517,14357,52143,1621073,1576729,12134,24.205,8108,16.174,375191,195853,179338,12.421,23.796,291993,136876,155117,8.681,18.519,83198,5.277,37.038,2935,3350,45023
2001,518,5984,10816,414698,399752,2519,24.674,1305,12.783,99822,40959,58863,10.246,24.971,70519,27146,43373,6.791,17.641,29303,7.330,35.281,464,472,6785
2001,519,3879,4725,89298,84355,805,17.933,333,7.418,21901,9466,12435,11.222,25.963,12087,4182,7905,4.958,14.329,9814,11.634,28.658,226,243,2455
2001,521,15,52,22282,22443,D,D,D,D,346,D,321,D,1.542,656,D,570,D,2.923,-310,-1.381,3.083,0,0,0
2001,522,50065,175459,2903138,2858502,23143,13.283,20678,11.868,657183,285723,371460,9.996,22.990,558135,265140,292995,9.275,19.525,99048,3.465,39.051,4237,5189,42026
2001,523,39025,68063,911957,891489,11147,16.619,9172,13.674,210545,95186,115359,10.677,23.617,165889,75892,89997,8.513,18.608,44656,5.009,37.216,3476,3638,22691
2001,524,117972,154433,2341517,2335823,17684,11.230,23755,15.086,404274,164379,239895,7.037,17.308,388065,173224,214841,7.416,16.614,16209,0.694,33.227,8594,8856,36618
2001,525,626,673,5476,5437,209,33.254,120,19.093,1513,883,630,16.241,27.828,1442,954,488,17.546,26.522,71,1.306,53.044,79,79,555
2001,531,183074,211387,1319458,1312872,26499,12.614,23873,11.364,252358,112303,140055,8.554,19.222,239650,104191,135459,7.936,18.254,12708,0.968,36.508,15481,15931,58027
2001,532,28518,58493,636280,633491,6606,11.296,6586,11.261,117820,46648,71172,7.364,18.599,112023,45706,66317,7.215,17.683,5797,0.915,35.367,3434,3877,22050
2001,533,1739,1858,21881,21684,224,11.979,248,13.262,4638,1799,2839,8.297,21.390,4239,2141,2098,9.874,19.549,399,1.840,39.099,165,169,904
2001,541,584283,640883,7269332,7124130,86333,13.609,73294,11.554,1499602,520854,978748,7.311,21.050,1208122,455271,752851,6.391,16.958,291480,4.091,33.916,49946,50499,235454
2001,551,28145,52364,3278895,3313695,5619,10.661,6308,11.968,582317,191308,391009,5.773,17.573,651561,243105,408456,7.336,19.663,-69244,-2.090,35.146,1308,1378,26704
2001,561,250479,301025,8621963,8733589,41925,14.011,38320,12.807,1988165,651294,1336871,7.457,22.765,2220247,726529,1493718,8.319,25.422,-232082,-2.657,45.529,25662,26169,277199
2001,562,12989,16199,307989,306595,2061,12.916,1578,9.889,56341,21756,34585,7.096,18.376,53632,20628,33004,6.728,17.493,2709,0.884,34.986,1003,1018,8400
2001,611,54336,61440,2466858,2430585,6935,11.435,5344,8.812,241123,51535,189588,2.120,9.920,167524,41154,126370,1.693,6.892,73599,3.028,13.785,3663,3722,25751
2001,621,376855,433201,4674868,4617516,39020,9.088,31368,7.306,771488,254990,516498,5.522,16.708,657091,246811,410280,5.345,14.230,114397,2.477,28.461,20028,20963,121861
2001,622,3972,6516,4997456,4973331,270,4.102,403,6.122,281598,70020,211578,1.408,5.662,232418,93696,138722,1.884,4.673,49180,0.989,9.347,97,127,46097
2001,623,29735,62242,2629365,2599650,6565,10.702,4767,7.771,347456,137225,210231,5.279,13.365,288989,116701,172288,4.489,11.116,58467,2.249,22.233,2141,2371,49767
2001,624,88217,121652,1969790,1929256,12209,10.125,10059,8.342,309275,85469,223806,4.430,16.031,227378,69935,157443,3.625,11.786,81897,4.245,23.572,6394,6601,39123
2001,711,25952,26497,356958,351980,4251,16.211,3703,14.121,75897,29326,46571,8.332,21.563,66177,22027,44150,6.258,18.801,9720,2.762,37.603,2430,2435,11640
2001,712,4852,5265,107408,105851,330,6.312,256,4.897,10657,1830,8827,1.729,10.068,7660,1787,5873,1.688,7.237,2997,2.831,14.473,154,154,1123
2001,713,47965,53749,1279118,1271586,5474,10.202,5290,9.859,180280,56149,124131,4.416,14.178,165589,56170,109419,4.417,13.022,14691,1.155,26.044,3838,3907,36884
2001,721,42977,53387,1753372,1763527,5402,10.171,4856,9.143,223776,92744,131032,5.259,12.689,245207,107385,137822,6.089,13.904,-21431,-1.215,25.378,2988,3083,43026
